No.,Object Name,RA-s,Dec-s,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Separation,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
61862,GALEXASC J234047.61+005503.4,23h40m47.5954s,+00d55m02.934s,355.198314340638,0.917481742852737,UvS,,,,55.5875202516017,0,0,8,2,0,0,0,0,0,0
61863,WISEA J234604.57-002219.2,23h46m04.5571s,-00d22m19.347s,356.518988,-0.372041,*,,,,55.58755769096,0,0,21,3,0,4,0,0,0,0
61864,SDSS J234527.53+010827.8,23h45m27.5316s,+01d08m27.878s,356.3647152313,1.1410772103,G,,,,55.5876062078029,0,0,15,1,0,4,0,0,0,0
61865,WISEA J234303.56-003459.9,23h43m03.5626s,-00d34m59.961s,355.7648445,-0.5833227,IrS,,,,55.5883851224452,0,0,12,1,0,0,0,0,0,0
61866,WISEA J234608.87-002122.3,23h46m08.8771s,-00d21m22.307s,356.536988,-0.3561964,IrS,,,,55.5885319299479,0,0,12,1,0,0,0,0,0,0
61867,SDSS J234216.15+011122.0,23h42m16.1523s,+01d11m22.012s,355.5673012942,1.1894477677,G,,,,55.5892489503443,0,0,15,1,0,4,0,0,0,0
61868,WISEA J234020.71-000455.8,23h40m20.6907s,-00d04m56.835s,355.0862116198,-0.0824543963,G,,,,55.5892928942994,0,0,27,2,0,4,0,0,0,0
61869,SDSS J234547.54-002537.9,23h45m47.5480s,-00d25m37.977s,356.4481169641,-0.4272160259,G,,,,55.5900811923431,0,0,15,1,0,4,0,0,0,0
61870,SDSS J234146.28+010740.0,23h41m46.2888s,+01d07m40.058s,355.4428702675,1.1277939719,G,,,,55.5901214875536,0,0,15,1,0,4,0,0,0,0
61871,WISEA J234718.99+002903.4,23h47m18.9943s,+00d29m03.490s,356.8291432,0.4843029,G,,,,55.5901722117426,0,0,27,2,0,4,0,0,0,0
61872,SDSS J234721.40+001533.9,23h47m21.4023s,+00d15m33.906s,356.8391763356,0.2594185604,G,,,,55.5902662037481,0,0,15,1,0,4,0,0,0,0
61873,WISEA J234000.29+002854.2,23h40m00.2982s,+00d28m54.297s,355.0012425,0.4817492,IrS,,,,55.5914260123237,0,0,12,1,0,0,0,0,0,0
61874,SDSS J234033.42+005013.0,23h40m33.4291s,+00d50m13.051s,355.13928798,0.8369588504,*,,,,55.59223579357,0,0,5,1,0,4,0,0,0,0
61875,WISEA J234706.28+004025.5,23h47m06.2891s,+00d40m25.580s,356.7762049,0.6737724,IrS,,,,55.5933462517232,0,0,12,1,0,0,0,0,0,0
61876,SDSS J234634.93-001422.6,23h46m34.9303s,-00d14m22.658s,356.6455430048,-0.2396274287,G,,,,55.5933639991777,0,0,15,1,0,4,0,0,0,0
61877,WISEA J234622.19-001806.1,23h46m22.1972s,-00d18m06.103s,356.5924884,-0.3016954,IrS,,,,55.593647660104,0,0,12,1,0,0,0,0,0,0
61878,WISEA J234700.14-000413.4,23h47m00.1455s,-00d04m13.485s,356.7506066,-0.0704125,UvS,,,,55.5943007567895,0,0,15,2,0,0,0,0,0,0
61879,WISEA J234001.23+003014.6,23h40m01.2367s,+00d30m14.630s,355.005153,0.5040641,IrS,,,,55.5945580592022,0,0,12,1,0,0,0,0,0,0
61880,SDSS J234529.84+010808.8,23h45m29.8409s,+01d08m08.882s,356.3743373641,1.1358006663,G,,,,55.5945675155117,0,0,15,1,0,4,0,0,0,0
61881,WISEA J234015.24-000155.5,23h40m15.1257s,-00d01m56.911s,355.0630240654,-0.0324753282,*,,,,55.5950367742554,0,0,17,2,0,3,0,0,0,0
61882,SDSS J234003.08+003226.0,23h40m03.0842s,+00d32m26.004s,355.0128510773,0.5405569158,*,,,,55.5950888843982,0,0,5,1,0,4,0,0,0,0
61883,SDSS J234705.13+004108.3,23h47m05.1375s,+00d41m08.378s,356.77140635,0.6856606322,G,,,,55.5951697837682,0,0,15,1,0,4,0,0,0,0
61884,WISEA J234720.57+001321.7,23h47m20.5617s,+00d13m21.389s,356.83567412,0.222608067,G,,,,55.59535707492,0,0,35,4,0,4,0,0,0,0
61885,WISEA J234721.55+001603.7,23h47m21.5677s,+00d16m03.650s,356.8398654901,0.2676806902,G,,,,55.5954868775137,0,0,27,2,0,4,0,0,0,0
61886,WISEA J234117.61-002254.8,23h41m17.5984s,-00d22m54.892s,355.3233266596,-0.3819146771,G,,,,55.5955893146048,0,0,27,2,0,4,0,0,0,0
61887,WISEA J234709.05+003836.4,23h47m09.0515s,+00d38m36.412s,356.7877149,0.6434478,G,57431.8257743531,0.19157195,SLS,55.595635599496,1,0,28,4,1,4,0,0,0,1
61888,WISEA J234259.29+011432.5,23h42m59.2633s,+01d14m31.181s,355.746930588,1.2419949612,G,,,,55.5963043654193,0,0,27,2,0,4,0,0,0,0
61889,MGB J234129-0025.1,23h41m28.5955s,-00d25m03.486s,355.36914791667,-0.417635,GClstr,124114.077612,0.414,UUN,55.5967006262398,1,0,0,1,2,0,0,0,0,0
61890,SDSS J234541.12+010625.7,23h45m41.1261s,+01d06m25.761s,356.421359038,1.1071560685,G,,,,55.596764510651,0,0,15,1,0,3,0,0,0,0
61891,WISEA J234104.04+005933.7,23h41m04.0458s,+00d59m33.709s,355.2668575,0.9926972,IrS,,,,55.5974116121983,0,0,16,2,0,0,0,0,0,0
61892,WISEA J234151.75+010827.6,23h41m51.7552s,+01d08m27.676s,355.4656469,1.1410212,G,,,,55.5983431226572,0,0,27,2,0,4,0,0,0,0
61893,SDSS J234644.91+005037.8,23h46m44.9172s,+00d50m37.800s,356.6871551629,0.8438334223,G,,,,55.5991190054719,0,0,15,1,0,4,0,0,0,0
61894,SDSS J234049.72+005542.5,23h40m49.7286s,+00d55m42.549s,355.2072026134,0.9284858231,G,,,,55.5993041409591,0,0,19,2,0,4,0,0,0,0
61895,SDSS J234534.01-002750.5,23h45m34.0154s,-00d27m50.569s,356.3917311076,-0.4640469696,G,,,,55.5998597590914,0,0,15,1,0,4,0,0,0,0
61896,WISEA J234034.00-001044.9,23h40m34.0067s,-00d10m44.931s,355.1416946,-0.1791476,IrS,,,,55.6002981896869,0,0,12,1,0,0,0,0,0,0
61897,WISEA J234517.39+010945.9,23h45m17.4617s,+01d09m47.523s,356.322757116,1.1632008591,G,,,,55.6006573182873,0,0,31,3,0,4,0,0,0,0
61898,SDSS J234405.53+011504.4,23h44m05.5366s,+01d15m04.494s,356.0230693,1.2512485029,G,,,,55.6012887777987,0,0,15,1,0,4,0,0,0,0
61899,WISEA J234140.15+010644.1,23h41m40.1198s,+01d06m43.990s,355.4171662236,1.1122194324,*,,,,55.6020330720386,0,0,17,2,0,4,0,0,0,0
61900,WISEA J234256.72+011424.2,23h42m56.7274s,+01d14m24.288s,355.7363645,1.2400802,IrS,,,,55.6023165139014,0,0,12,1,0,0,0,0,0,0
