No.,Object Name,RA-s,Dec-s,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Separation,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
2,WISEA J234338.26+001945.4,23h43m38.2664s,+00d19m45.499s,355.9094434,0.3293055,G,81671.859748024,0.272428,SUN,0.369924293732246,7,0,53,8,7,8,0,0,0,1
17,WISEA J234337.42+001952.5,23h43m37.4592s,+00d19m52.372s,355.90608,0.3312147,G,79987.4548372789,0.26680943,SLS,0.560653779475704,0,0,27,3,1,4,0,0,0,1
61,WISEA J234335.67+001951.4,23h43m35.6734s,+00d19m51.470s,355.8986392,0.330964,G,80741.004165934,0.269323,SUN,1.00665774010076,6,0,34,9,5,4,0,0,0,1
79,WISEA J234340.82+001844.7,23h43m40.8223s,+00d18m44.784s,355.9200932,0.3124402,G,81479.992574904,0.271788,SUN,1.13870033826315,4,0,32,6,3,4,0,0,0,1
132,WISEA J234334.66+002037.3,23h43m34.6613s,+00d20m37.390s,355.8944222,0.3437196,G,80562.927445882,0.268729,SUN,1.47800516950904,9,0,55,10,7,8,0,0,0,1
212,SDSS J234342.69+001756.5,23h43m42.6986s,+00d17m56.524s,355.9279109638,0.2990346598,G,143302.803533469,0.4780067,SUN,2.0499114062334,3,0,19,3,2,4,0,0,0,1
238,GALEXASC J234342.89+002151.3,23h43m43.0020s,+00d21m54.061s,355.929175,0.36501694444,G,160231.963719745,0.5344763,SUN,2.21090488642769,3,0,8,4,2,0,0,0,0,1
275,SDSS J234346.52+002135.6,23h43m46.5232s,+00d21m35.600s,355.9438469849,0.3598891187,G,160131.14351612,0.53414,SLS,2.43905417636992,2,0,23,3,1,4,0,0,0,1
379,WISEA J234337.38+002249.2,23h43m37.3807s,+00d22m49.278s,355.9057532,0.3803552,G,54785.872529668,0.182746,SLS,3.02735094813113,1,0,42,7,1,4,0,0,0,1
527,WISEA J234326.77+002137.0,23h43m26.7782s,+00d21m37.075s,355.8615762,0.3602986,G,20719.9458799494,0.0691143,SLS,3.68249722345743,20,0,85,11,9,10,0,0,1,1
554,WISEA J234332.33+002313.2,23h43m32.3382s,+00d23m13.261s,355.8847427,0.387017,G,107109.951323676,0.35728034,SLS,3.84068208496624,2,0,27,3,1,4,0,0,0,1
690,SDSS J234343.53+001529.2,23h43m43.5376s,+00d15m29.242s,355.931407008,0.2581230255,G,281630.880998131,0.9394195,SUN,4.46686827706766,4,0,22,5,3,4,0,0,0,1
699,WISEA J234321.69+001933.1,23h43m21.6940s,+00d19m33.184s,355.8403919,0.3258846,G,80294.91298843,0.267835,SUN,4.51119037783926,11,0,54,9,8,8,0,0,0,1
713,WISEA J234345.95+001534.3,23h43m45.9541s,+00d15m34.366s,355.9414758,0.2595463,G,77732.8416734933,0.25928885,SLS,4.55403766539258,6,0,42,10,4,4,0,0,0,1
795,2MASS J23434752+0015241,23h43m47.5368s,+00d15m24.028s,355.94807,0.25667444,G,79987.026134064,0.266808,SUN,4.86176198141994,7,0,20,7,6,4,0,0,0,1
877,SDSS J234347.28+001501.1,23h43m47.2824s,+00d15m01.116s,355.94701,0.25031,*,27.2339803077532,9.084278e-05,SLS,5.18995655306041,0,0,9,3,1,4,0,0,0,1
897,WISEA J234331.27+001502.8,23h43m31.1301s,+00d15m02.887s,355.8797088006,0.2508020409,G,138624.0325792,0.4624,SLS,5.25814410950822,2,0,35,4,1,4,0,0,0,1
966,WISEA J234318.72+001810.5,23h43m18.7214s,+00d18m10.533s,355.8280061,0.3029259,G,18101.9926512566,0.060381748,SLS,5.50536755357091,2,0,36,7,2,4,0,0,0,1
986,WISEA J234339.73+002527.4,23h43m39.7342s,+00d25m27.450s,355.9155595,0.4242917,G,55718.0561923469,0.18585543,SLS,5.60750839488722,17,0,70,12,9,8,0,0,1,1
993,WISEA J234332.87+001427.9,23h43m32.8896s,+00d14m28.266s,355.88704,0.241185,G,80160.569992151,0.26738688,SLS,5.64192584571157,3,0,36,8,2,4,0,0,0,1
996,SDSS J234328.03+001500.7,23h43m28.0335s,+00d15m00.723s,355.8668064612,0.2502009541,G,199967.56533516,0.66702,SLS,5.64907741788527,2,0,23,3,1,4,0,0,0,1
1044,SDSS J234335.38+002532.7,23h43m35.3838s,+00d25m32.707s,355.8974325775,0.4257520582,G,238083.17844528,0.79416,SLS,5.79643933627589,2,0,15,1,1,4,0,0,0,1
1116,WISEA J234324.08+001516.1,23h43m24.0712s,+00d15m16.110s,355.850297,0.254475,*,22.7660623829698,7.593941e-05,SLS,6.02127623289582,0,0,27,5,1,4,0,0,0,1
1140,WISEA J234354.97+001503.7,23h43m54.9327s,+00d15m04.161s,355.9788864796,0.2511559046,G,233397.42232674,0.77853,SLS,6.1119989261918,2,0,35,4,1,4,0,0,0,1
1177,WISEA J234402.74+001729.6,23h44m02.7469s,+00d17m29.665s,356.0114456,0.2915737,G,119351.574624212,0.398114,SUN,6.22458156217727,8,0,55,13,7,5,4,0,0,1
1245,SDSS J234316.74+001654.8,23h43m16.7435s,+00d16m54.862s,355.8197647265,0.2819061143,G,82143.133492,0.274,SUN,6.4462710456961,3,0,19,3,2,4,0,0,0,1
1282,SDSS J234403.97+002223.0,23h44m03.9800s,+00d22m23.000s,356.01658333333,0.37305555556,G,24639.7532537715,0.08218937,SLS,6.57733484498678,7,0,29,7,5,4,0,0,0,1
1303,GALEXMSC J234348.81+001332.3,23h43m48.6979s,+00d13m34.089s,355.95290791667,0.22613583333,G,245803.044093501,0.8199107,SUN,6.67245653869955,3,0,4,3,2,0,0,0,0,1
1336,SDSS J234404.79+001717.5,23h44m04.7902s,+00d17m17.540s,356.0199595437,0.2882057164,G,298425.40439152,0.99544,SLS,6.77389678783428,2,0,19,2,1,4,0,0,0,1
1394,WISEA J234406.94+001829.3,23h44m06.9432s,+00d18m29.505s,356.02893,0.308196,*,2.50829154589608,8.36676e-06,SLS,6.94481276283187,0,0,17,3,1,4,0,0,0,1
1664,CGCG 381-031,23h43m55.9591s,+00d13m05.144s,355.9831633,0.2180958,G,6627.28672487004,0.022106249,SLS,7.89159921111567,42,0,98,28,20,10,1,2,1,1
1672,SDSS J234308.99+002147.0,23h43m08.9928s,+00d21m47.023s,355.78747,0.363062,G,6830.15478223635,0.022782944,SLS,7.91645796913855,0,0,0,1,1,0,0,0,0,1
1805,SDSS J234355.05+001229.2,23h43m55.0506s,+00d12m29.249s,355.9793776319,0.2081249154,G,165398.227189968,0.5517091,SUN,8.30263818913089,3,0,19,3,2,4,0,0,0,1
1855,SDSS J234317.19+002608.2,23h43m17.1923s,+00d26m08.248s,355.8216349112,0.4356245855,G,196229.1533839,0.65455,SLS,8.43759057850072,2,0,19,2,1,4,0,0,0,1
1890,WISEA J234403.05+001335.3,23h44m03.0543s,+00d13m35.386s,356.0127266,0.2264963,G,81243.756118,0.271,SUN,8.56030464802368,7,0,34,8,5,4,0,0,0,1
1909,WISEA J234318.03+002632.7,23h43m18.0307s,+00d26m32.799s,355.8251279,0.4424442,G,11145.9382275284,0.037178848,SLS,8.6134300868575,25,0,71,16,13,10,0,1,1,1
1949,SDSS J234333.82+001114.2,23h43m33.8280s,+00d11m14.294s,355.89095,0.187304,*,143878.746816231,0.47992784,SLS,8.73598192094352,0,0,5,2,1,3,0,0,0,1
1986,WISEA J234320.18+001228.4,23h43m20.1862s,+00d12m28.482s,355.8341093,0.2079118,G,23452.799964435,0.07823012,SLS,8.84271206094355,13,0,72,9,5,10,0,0,1,1
1992,WIG S00J234323521+00115814,23h43m23.5210s,+00d11m58.138s,355.84800416667,0.19948277778,G,184306.40732924,0.61478,SLS,8.85834643568425,2,0,0,1,1,0,0,0,0,1
2046,SDSS J234326.07+001128.6,23h43m26.0765s,+00d11m28.682s,355.8586522418,0.1913006006,G,41506.2658101,0.13845,SLS,9.03822046840549,2,0,19,2,1,4,0,0,0,1
2052,SDSS J234408.53+001422.3,23h44m08.5372s,+00d14m22.390s,356.0355719861,0.2395528768,G,119563.22809956,0.39882,SLS,9.05365571697684,2,0,19,2,1,4,0,0,0,1
2089,WISEA J234334.82+001044.2,23h43m34.8213s,+00d10m44.278s,355.8950888,0.1789662,*,17.9555215510892,5.9893173e-05,SLS,9.19329195158115,0,0,23,4,1,3,0,0,0,1
2114,WISEA J234303.61+001749.3,23h43m03.6149s,+00d17m49.306s,355.7650621,0.2970296,G,40865.066703005,0.13631119,SLS,9.24632684436369,1,0,36,6,1,4,0,0,0,1
2128,WIG S00J234414288+00231449,23h44m14.2879s,+00d23m14.488s,356.05953291667,0.38735777778,G,376626.26706082,1.25629,SLS,9.28812940651569,2,0,0,1,1,0,0,0,0,1
2143,WISEA J234318.46+002731.7,23h43m18.4604s,+00d27m31.733s,355.8269187,0.4588149,*,19.7499044256742,6.587859e-05,SLS,9.33588892154492,0,0,23,4,1,4,0,0,0,1
2144,WISEA J234322.54+001133.6,23h43m22.5124s,+00d11m33.639s,355.8438019202,0.1926776377,G,212792.6866884,0.7098,SLS,9.33680776897107,5,0,48,7,2,4,0,0,0,1
2229,WISEA J234352.54+001047.4,23h43m52.5454s,+00d10m47.426s,355.9689392,0.1798407,G,59263.2758878226,0.19768101,SLS,9.61187758103902,8,0,59,12,6,8,4,0,0,1
2345,WISEA J234357.88+002840.2,23h43m57.8841s,+00d28m40.284s,355.9911839,0.4778569,G,55427.7431718689,0.18488705,SLS,9.9238481977248,12,0,63,7,6,10,1,0,1,1
2445,WISEA J234304.02+001454.7,23h43m04.0270s,+00d14m54.782s,355.7667795,0.2485508,G,23464.7856669058,0.0782701,SLS,10.1934392989809,12,0,60,9,5,8,0,0,0,1
2605,WISEA J234308.61+002705.9,23h43m08.6121s,+00d27m05.941s,355.785884,0.4516505,*,3.79536592284592,1.2659978e-05,SLS,10.6277417577835,0,0,23,4,1,4,0,0,0,1
2846,WISEA J234424.02+002200.2,23h44m24.0168s,+00d22m00.075s,356.1000702327,0.3666877396,G,162178.72600426,0.54097,SLS,11.2859406497966,2,0,31,3,1,4,0,0,0,1
2886,SDSS J234417.20+002621.0,23h44m17.2008s,+00d26m21.008s,356.07167,0.439169,G,58501.2814056257,0.19513927,SLS,11.407991638607,1,0,16,3,1,4,0,0,0,1
2899,WISEA J234357.89+000920.9,23h43m57.8948s,+00d09m20.938s,355.9912284,0.1558163,G,157630.694540925,0.5257994,SLS,11.443855190435,3,0,27,3,1,4,0,0,0,1
2936,WIG S00J234425280+00180426,23h44m25.2799s,+00d18m04.258s,356.10533291667,0.30118277778,G,170225.15557698,0.56781,SLS,11.5328467386011,2,0,0,1,1,0,0,0,0,1
2946,WISEA J234417.50+002630.3,23h44m17.5002s,+00d26m30.394s,356.0729178,0.4417763,G,6430.64925415835,0.021450337,SLS,11.5589706235951,24,0,73,14,12,10,0,0,1,1
2980,WISEA J234424.23+001624.7,23h44m24.1944s,+00d16m24.690s,356.10081,0.273525,*,6.48210653102684,2.162198e-05,SLS,11.6427830563379,0,0,17,3,1,4,0,0,0,1
3064,WISEA J234259.42+001345.1,23h42m59.1552s,+00d13m44.173s,355.74648,0.22893704,UvS,480874.627422696,1.6040251,SLS,11.837156292756,1,0,16,3,1,0,0,0,0,1
3086,WISEA J234303.09+002725.6,23h43m03.0939s,+00d27m25.664s,355.7628916,0.457129,*,37.1667489950779,0.00012397493,SLS,11.8814182454709,0,0,23,4,1,4,0,0,0,1
3179,GALEXMSC J234424.79+002422.9,23h44m24.7601s,+00d24m22.370s,356.10316708333,0.40621388889,G,161959.87750992,0.54024,SLS,12.1388479748123,2,0,4,2,1,0,0,0,0,1
3233,WISEA J234403.74+003030.9,23h44m03.7437s,+00d30m30.922s,356.015599,0.5085897,G,3.2792854978897,1.0938519e-05,SLS,12.2425426189669,2,0,32,5,1,4,0,0,0,1
3269,WISEA J234424.35+001438.6,23h44m24.3560s,+00d14m38.693s,356.1014837,0.2440815,G,53863.6869454634,0.17966992,SLS,12.3176900151519,7,0,62,9,5,8,0,0,0,1
3273,WISEA J234327.89+003150.7,23h43m27.9419s,+00d31m49.095s,355.8664247698,0.530304339,G,275698.13815054,0.91963,SLS,12.3239390207439,2,0,24,4,1,4,0,0,0,1
3347,SDSS J234429.51+001933.9,23h44m29.5176s,+00d19m33.945s,356.12299,0.326096,*,7.68231004742202,2.5625428e-05,SLS,12.4574425016003,0,0,0,1,1,0,0,0,0,1
3400,WISEA J234249.70+001921.8,23h42m49.5858s,+00d19m20.183s,355.7066078534,0.3222731182,G,244201.94251306,0.81457,SLS,12.5388449614971,2,0,31,3,1,4,0,0,0,1
3417,GALEXMSC J234406.21+000912.4,23h44m06.2690s,+00d09m10.868s,356.02612083333,0.15301888889,G,153352.83604074,0.51153,SLS,12.5675548758578,2,0,4,2,1,0,0,0,0,1
3506,WISEA J234355.21+000742.8,23h43m55.2243s,+00d07m42.854s,355.9801014101,0.1285706756,G,92324.08536568,0.30796,SLS,12.7412421952494,2,0,35,4,1,4,0,0,0,1
3541,SDSS J234403.00+003116.8,23h44m03.0100s,+00d31m16.800s,356.01254166667,0.52133333333,PofG,6748.0,0.0225089051439713,SLS,12.8297618799826,3,0,21,5,5,4,0,0,0,1
3629,WISEA J234259.88+001130.7,23h42m59.8916s,+00d11m30.880s,355.7495483366,0.1919113418,G,325265.82315626,1.08497,SLS,12.9815120445302,2,0,31,3,1,4,0,0,0,1
3632,WISEA J234427.44+002457.9,23h44m27.4436s,+00d24m57.947s,356.1143485,0.4160965,*,18.4521700285028,6.1549814e-05,SLS,12.9858103157205,0,0,21,4,1,3,0,0,0,1
3643,SDSS J234418.63+001113.2,23h44m18.6334s,+00d11m13.274s,356.0776394141,0.1870206204,G,83258.36143576,0.27772,SLS,13.0073838403937,2,0,15,1,1,4,0,0,0,1
3770,WISEA J234355.58+000710.3,23h43m55.5811s,+00d07m10.367s,355.9815879,0.1195466,G,92303.7504432539,0.30789217,SLS,13.2843649208343,2,0,33,4,1,4,0,0,0,1
3850,WISEA J234249.52+002440.4,23h42m49.5552s,+00d24m40.478s,355.70648,0.411244,G,11117.9591970082,0.03708552,SLS,13.432302238517,4,0,35,6,2,4,0,0,0,1
3957,WISEA J234402.77+000729.4,23h44m02.7780s,+00d07m29.489s,356.0115751,0.1248582,*,63.1690859517806,0.00021070939,SLS,13.6388931858162,0,0,23,4,1,4,0,0,0,1
3981,SDSS J234431.02+001507.0,23h44m31.0281s,+00d15m07.083s,356.1292840064,0.251967716,G,135868.93989018,0.45321,SLS,13.6765605171086,2,0,19,2,1,4,0,0,0,1
3983,WISEA J234413.60+003035.0,23h44m13.5984s,+00d30m35.215s,356.05666,0.509782,G,34891.0604214949,0.11638405,SLS,13.6783199801296,1,0,17,4,1,0,0,0,0,1
4079,SDSS J234429.02+001329.8,23h44m29.0225s,+00d13m29.866s,356.1209271265,0.2249628052,G,353931.97799022,1.18059,SLS,13.8705336885902,2,0,19,2,1,4,0,0,0,1
4178,SDSS J234243.44+002000.6,23h42m43.4488s,+00d20m00.614s,355.6810369919,0.3335040116,G,276984.24779536,0.92392,SLS,14.0634530869976,2,0,19,2,1,3,0,0,0,1
4206,WISEA J234308.24+000808.0,23h43m08.2469s,+00d08m08.041s,355.7843623,0.1355671,G,115594.950281128,0.38558325,SLS,14.1100599846852,1,0,27,3,1,4,0,0,0,1
4216,SDSS J234346.09+003353.6,23h43m46.0920s,+00d33m53.614s,355.94205,0.564893,*,33.7258780604584,0.00011249742,SLS,14.1341993735724,0,0,12,4,1,4,0,0,0,1
4299,WISEA J234334.77+003404.0,23h43m34.7782s,+00d34m04.061s,355.8949092,0.5677948,G,24763.96326497,0.08260369,SLS,14.2708284514595,34,0,86,20,16,10,1,1,1,1
4377,WISEA J234434.93+002355.6,23h44m34.9392s,+00d23m55.663s,356.1455803,0.3987953,G,83602.1934058402,0.2788669,SLS,14.3990003990606,2,0,33,4,1,4,0,0,0,1
4396,WISEA J234435.95+001634.5,23h44m35.9587s,+00d16m34.542s,356.1498282,0.2762618,*,2.82522373830486,9.423932e-06,SLS,14.4406057892458,0,0,26,5,1,4,0,0,0,1
4421,WISEA J234436.04+002312.9,23h44m36.0428s,+00d23m12.929s,356.1501784,0.3869248,*,1.79731604399406,5.995201e-06,SLS,14.4819155642251,0,0,23,5,2,4,0,0,0,1
4427,WISEA J234332.99+003414.7,23h43m32.9975s,+00d34m14.787s,355.8874897,0.5707742,G,24778.0984793647,0.08265084,SLS,14.4936306682579,4,0,42,7,1,4,0,0,0,1
4476,SDSS J234435.95+001559.2,23h44m35.9533s,+00d15m59.249s,356.1498054874,0.2664581773,G,136834.27160494,0.45643,SLS,14.5839270306899,2,0,19,2,1,4,0,0,0,1
4505,SDSS J234427.48+001125.1,23h44m27.4848s,+00d11m25.164s,356.1145200871,0.1903234695,G,209429.01530964,0.69858,SLS,14.6213464781268,2,0,19,2,1,3,0,0,0,1
4693,WISEA J234310.02+003251.4,23h43m10.0282s,+00d32m51.460s,355.7917844,0.547628,G,29118.3377942106,0.09712832,SLS,14.9740492397813,17,0,72,13,9,10,0,1,1,1
4718,WISEA J234257.69+003034.5,23h42m57.6624s,+00d30m34.837s,355.74026,0.509677,G,11150.1587057521,0.037192926,SLS,15.0195730565159,2,0,36,7,2,4,0,0,0,1
4732,SDSS J234435.98+001430.7,23h44m35.9885s,+00d14m30.770s,356.1499521977,0.2418807746,G,157325.08610924,0.52478,SLS,15.0500907308668,2,0,19,2,1,4,0,0,0,1
4771,WISEA J234314.96+003337.7,23h43m14.9627s,+00d33m37.744s,355.8123447,0.5604845,G,43825.2384187691,0.14618526,SLS,15.1031831164613,12,0,62,9,5,8,0,0,0,1
4791,SDSS J234240.50+002303.4,23h42m40.5008s,+00d23m03.425s,355.6687535196,0.3842847679,G,81504.57555646,0.27187,SLS,15.143001184403,2,0,19,2,1,4,0,0,0,1
4877,WISEA J234422.68+003042.6,23h44m22.7016s,+00d30m42.467s,356.0945903775,0.5117965603,G,184150.51525108,0.61426,SLS,15.2792999453993,2,0,31,3,1,4,0,0,0,1
5016,WISEA J234356.08+000452.6,23h43m56.0857s,+00d04m52.680s,355.9836908,0.0813002,G,83459.7560131952,0.27839178,SLS,15.5222776956473,4,0,54,7,5,8,0,0,0,1
5041,WIG S00J234403076+00052504,23h44m03.0761s,+00d05m25.040s,356.01281708333,0.09028888889,G,201556.46536256,0.67232,SLS,15.5709355937487,2,0,0,1,1,0,0,0,0,1
5134,WISEA J234437.64+001344.4,23h44m37.6250s,+00d13m44.691s,356.15677083333,0.22908083333,G,322684.61009288,1.07636,SLS,15.7154228106127,2,0,12,2,1,0,0,0,0,1
5371,WISEA J234311.26+000524.4,23h43m11.2658s,+00d05m24.469s,355.7969409,0.0901304,G,29062.180670978,0.096941,UUN,16.0968029542085,18,0,63,14,11,6,0,0,2,1
5448,SDSS J234401.90+003504.5,23h44m01.9000s,+00d35m04.597s,356.0079168004,0.5846103406,G,136327.62235092,0.45474,SLS,16.2064981517811,2,0,19,2,1,4,0,0,0,1
5498,WISEA J234411.87+000539.8,23h44m11.9016s,+00d05m40.214s,356.04959,0.094504,*,104.012075938179,0.00034694694,SLS,16.3056314807172,0,0,23,5,1,4,0,0,0,1
5516,SDSS J234235.41+002243.6,23h42m35.4152s,+00d22m43.612s,355.647563483,0.3787811655,G,203631.02917192,0.67924,SLS,16.3263441214339,2,0,19,2,1,4,0,0,0,1
5561,SDSS J234347.19+000333.8,23h43m47.1978s,+00d03m33.870s,355.9466576611,0.059408518,G,190817.899517,0.6365,SLS,16.3930083051398,2,0,19,2,1,4,0,0,0,1
5593,WISEA J234236.82+002440.2,23h42m36.8258s,+00d24m40.268s,355.653441,0.4111858,G,144093.925850885,0.4806456,SLS,16.440968352307,6,0,12,5,2,0,0,0,0,1
5677,WISEA J234233.60+002118.0,23h42m33.6036s,+00d21m18.015s,355.6400152,0.3550044,G,81824.0343997048,0.2729356,SLS,16.5873093821975,2,0,33,4,1,4,0,0,0,1
5706,SDSS J234445.38+002232.0,23h44m45.3895s,+00d22m32.066s,356.189123144,0.3755740315,G,168135.60214472,0.56084,SLS,16.640040411904,3,0,23,4,2,4,0,0,0,1
5758,SDSS J234418.96+003323.1,23h44m18.9656s,+00d33m23.151s,356.0790234132,0.5564308698,G,275017.60927088,0.91736,SLS,16.7205044856238,3,0,5,2,2,3,0,0,0,1
5798,SDSS J234420.35+003313.2,23h44m20.3527s,+00d33m13.203s,356.084803112,0.5536676708,G,140956.41790244,0.47018,SLS,16.7941260075525,2,0,9,2,1,4,0,0,0,1
5832,WISEA J234232.94+001731.8,23h42m32.9496s,+00d17m32.340s,355.63729,0.2923168,*,96.0622694746719,0.00032042924,SLS,16.8466109209756,0,0,17,4,2,4,0,0,0,1
5846,WISEA J234419.02+003333.9,23h44m19.0297s,+00d33m33.905s,356.0792906,0.5594181,G,140924.699860384,0.4700742,SLS,16.8752627473061,2,0,35,7,2,4,0,0,0,1
5898,SDSS J234338.60+000254.0,23h43m38.6088s,+00d02m54.058s,355.9108701373,0.0483495352,G,188230.69060446,0.62787,SLS,16.951223081705,2,0,19,2,1,4,0,0,0,1
5927,SDSS J234437.77+001102.5,23h44m37.7738s,+00d11m02.521s,356.15739108,0.1840337339,G,170420.02067468,0.56846,SLS,16.9812251965679,2,0,19,2,1,4,0,0,0,1
6063,SDSS J234437.68+001040.6,23h44m37.8072s,+00d10m40.670s,356.15753,0.177964,G,6925.30291255639,0.023100324,SLS,17.1799962452888,6,0,19,8,4,0,0,0,0,1
6127,WISEA J234340.15+000234.2,23h43m40.1556s,+00d02m34.264s,355.9173152,0.0428512,*,46.0945713922425,0.00015375494,SLS,17.2793036621121,0,0,30,6,1,3,0,0,0,1
6158,WISEA J234315.56+000336.5,23h43m15.5589s,+00d03m35.772s,355.8148288282,0.0599367977,G,215526.79390536,0.71892,SLS,17.3381000124973,2,0,34,4,1,4,0,0,0,1
6242,SDSS J234353.28+000242.5,23h43m53.2855s,+00d02m42.514s,355.9720231455,0.0451428188,G,191030.75216218,0.63721,SLS,17.4746671877611,3,0,13,4,2,4,0,0,0,1
6300,WISEA J234410.65+000404.1,23h44m10.6567s,+00d04m04.169s,356.0444032,0.0678249,G,23665.352817157,0.07893912,SLS,17.5760831614804,6,0,41,7,1,4,0,0,0,1
6340,GALEXMSC J234425.08+003320.0,23h44m25.2180s,+00d33m18.770s,356.105075,0.55521388889,G,171211.4727638,0.5711,SLS,17.6276226682379,2,0,4,2,1,0,0,0,0,1
6374,2MASX J23422975+0022243,23h42m29.7341s,+00d22m20.758s,355.62389208333,0.37243277778,G,51936.04542392,0.17324,SLS,17.6683295665099,2,0,18,4,1,2,0,0,1,1
6398,WISEA J234234.75+002652.6,23h42m34.7376s,+00d26m52.857s,355.64474,0.44801589,G,82767.9609329636,0.2760842,SLS,17.6968637243603,1,0,35,5,1,4,0,0,0,1
6427,WISEA J234449.33+001616.9,23h44m49.2579s,+00d16m16.872s,356.2052412969,0.2713535444,G,234923.36593796,0.78362,SLS,17.7516743999227,2,0,27,2,1,4,0,0,0,1
6428,WISEA J234258.77+000520.5,23h42m58.7715s,+00d05m20.577s,355.7448815,0.0890493,*,34.5267736120054,0.00011516892,SLS,17.752428126865,0,0,23,4,1,3,0,0,0,1
6444,WISEA J234440.57+001038.4,23h44m40.5600s,+00d10m38.000s,356.169,0.17722222222,G,11008.0193068104,0.0367188,SLS,17.7887212847583,15,0,41,12,7,4,0,0,0,1
6470,WISEA J234445.15+002655.7,23h44m45.1506s,+00d26m55.795s,356.1881278,0.448832,QSO,156741.369208042,0.52283293,SLS,17.8283429184054,34,0,55,12,20,8,0,1,0,1
6546,WISEA J234442.32+002833.4,23h44m42.3297s,+00d28m33.477s,356.1763738,0.475966,*,1.85989574097134,6.2039444e-06,SLS,17.9156763187464,0,0,23,4,1,4,0,0,0,1
6599,SDSS J234423.39+003409.3,23h44m23.3909s,+00d34m09.367s,356.0974623095,0.5692686695,G,222628.87723538,0.74261,SLS,17.9989955790434,2,0,18,2,1,4,0,0,0,1
6611,WISEA J234341.28+000149.5,23h43m41.3690s,+00d01m49.969s,355.92237083333,0.03054694444,G,247829.43125486,0.82667,SLS,18.0220143106577,2,0,19,4,1,0,0,0,0,1
6615,WISEA J234450.75+002255.2,23h44m50.7571s,+00d22m55.242s,356.2114881,0.3820117,*,10.760386539408,3.5892786e-05,SLS,18.0273951616312,0,0,23,4,1,4,0,0,0,1
6729,WISEA J234227.40+001743.3,23h42m27.4032s,+00d17m43.540s,355.61418,0.295428,*,68.246496933301,0.00022764581,SLS,18.1983386520609,0,0,17,3,1,4,0,0,0,1
6756,WISEA J234336.62+003804.5,23h43m36.6255s,+00d38m04.561s,355.9026066,0.6346004,G,24880.4296369784,0.08299218,SLS,18.24222156597,13,0,63,7,6,10,0,0,1,1
6774,WISEA J234255.75+000515.7,23h42m55.7501s,+00d05m15.787s,355.7322923,0.0877188,*,10.0567163801225,3.3545595e-05,SLS,18.2619626815579,0,0,23,4,1,4,0,0,0,1
6785,WISEA J234452.71+001906.7,23h44m52.7229s,+00d19m07.029s,356.2196790953,0.3186193209,G,156914.37044178,0.52341,SLS,18.2701600246918,2,0,31,3,1,4,0,0,0,1
6965,WISEA J234241.46+000821.6,23h42m41.4674s,+00d08m21.670s,355.672781,0.1393529,G,67648.3600148731,0.22565064,SLS,18.5453143651924,1,0,36,6,1,4,0,0,0,1
6967,WISEA J234259.25+000418.2,23h42m59.2516s,+00d04m18.220s,355.7468818,0.071728,*,5.86212463556189,1.9553943e-05,SLS,18.5456452578088,0,0,23,4,1,3,0,0,0,1
7021,WISEA J234243.44+000737.0,23h42m43.4404s,+00d07m37.085s,355.6810019,0.1269681,G,24668.1058256944,0.082283944,SLS,18.6396690864255,1,0,42,7,1,4,0,0,0,1
7106,WISEA J234442.82+003002.8,23h44m42.8256s,+00d30m02.860s,356.1784402,0.5007947,G,360032.75451052,1.20094,SLS,18.7891592712249,7,0,25,5,4,4,0,0,0,1
7232,2MFGC 17784,23h42m26.0232s,+00d15m21.413s,355.60843,0.25594821,G,6556.161264002,0.021869,SLS,18.9590572737106,31,0,73,21,16,10,0,0,1,1
7286,WIG S00J234300081+00360622,23h43m00.0811s,+00d36m06.220s,355.75033791667,0.60172777778,G,58957.18479028,0.19666,SLS,19.0336148182565,2,0,0,1,1,0,0,0,0,1
7291,SDSS J234408.42+000212.8,23h44m08.4218s,+00d02m12.824s,356.0350908819,0.0368957986,G,155484.36041712,0.51864,SLS,19.0419460842182,2,0,19,2,1,4,0,0,0,1
7363,SDSS J234456.14+001840.0,23h44m56.1466s,+00d18m40.062s,356.2339441579,0.3111283753,G,369566.15467492,1.23274,SLS,19.1478891636193,2,0,9,2,1,3,0,0,0,1
7402,SDSS J234352.72+000055.9,23h43m52.7228s,+00d00m55.902s,355.9696786129,0.0155284961,G,171658.16352622,0.57259,SLS,19.1963878268171,2,0,9,2,1,4,0,0,0,1
7414,SDSS J234230.78+001120.9,23h42m30.7835s,+00d11m20.935s,355.6282648238,0.1891487796,G,131878.7022742,0.4399,SLS,19.2120820971751,2,0,15,1,1,4,0,0,0,1
7428,SDSS J234345.58+000040.6,23h43m45.5860s,+00d00m40.692s,355.9399418406,0.0113033685,G,144404.03116944,0.48168,SLS,19.2281868695153,2,0,19,2,1,4,0,0,0,1
7456,WISEA J234315.51+000133.7,23h43m15.5424s,+00d01m33.495s,355.81476,0.025971,*,6.46204441973748,2.155506e-05,SLS,19.2629598569299,0,0,22,4,1,4,0,0,0,1
7539,SDSS J234406.63+003801.6,23h44m06.6333s,+00d38m01.655s,356.0276390137,0.6337932956,G,134762.70572016,0.44952,SLS,19.3845213461107,2,0,15,1,1,4,0,0,0,1
