No.,Object Name,RA-s,Dec-s,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Separation,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
2,WISEA J233740.21+001641.0,23h37m40.2129s,+00d16m41.005s,354.4175538,0.2780572,G,81448.5803211548,0.27168322,SLS,0.127768269919326,15,0,39,12,6,4,0,0,0,1
3,WISEA J233741.62+001624.4,23h37m41.6280s,+00d16m24.485s,354.4234502,0.2734681,G,83411.0367408457,0.27822927,SLS,0.320759521610697,10,0,54,10,8,8,0,0,0,2
4,WISEA J233739.73+001617.0,23h37m39.7342s,+00d16m17.041s,354.4155595,0.2714004,G,83101.0603330474,0.2771953,SLS,0.382988183604975,37,0,71,15,14,10,1,0,1,2
5,WISEA J233739.18+001627.0,23h37m39.1827s,+00d16m27.047s,354.4132615,0.2741798,G,136132.75725322,0.45409,SLS,0.384439915108205,5,0,27,5,3,4,0,0,0,1
7,SDSS J233742.48+001637.9,23h37m42.4864s,+00d16m37.959s,354.427026878,0.2772108407,G,175126.76226528,0.58416,SLS,0.472740046709204,2,0,17,2,1,4,0,0,0,1
17,SDSS J233738.07+001602.3,23h37m38.0808s,+00d16m02.277s,354.40867,0.26729942,G,81860.5671086367,0.27305746,SLS,0.844107298587277,5,0,35,6,7,8,0,0,0,1
18,SDSS J233740.86+001544.8,23h37m40.8672s,+00d15m44.899s,354.42028,0.26247206,G,83042.0671731622,0.27699852,SLS,0.854292278628603,4,0,15,5,4,4,0,0,0,1
19,SDSS J233743.07+001713.9,23h37m43.0780s,+00d17m13.901s,354.4294918491,0.2871949823,G,241443.85189946,0.80537,SLS,0.88477854492425,2,0,19,2,1,3,0,0,0,1
20,WISEA J233739.46+001730.1,23h37m39.4611s,+00d17m30.194s,354.4144216,0.2917208,G,178862.17629196,0.59662,SLS,0.947052860058263,2,0,31,3,1,4,0,0,0,1
25,WISEA J233741.30+001743.9,23h37m41.3057s,+00d17m43.931s,354.4221072,0.2955364,QSO,228675.04955738,0.76277786,SLS,1.14584884861705,24,0,53,13,10,4,0,0,0,1
38,WISEA J233742.29+001814.1,23h37m42.2958s,+00d18m14.183s,354.4262328,0.3039398,G,35852.3599276948,0.1195906,SLS,1.69041813106458,21,0,63,9,8,10,1,0,1,1
41,SDSS J233735.27+001750.1,23h37m35.2751s,+00d17m50.111s,354.3969798801,0.2972532535,G,232111.31268192,0.77424,SLS,1.81597488394947,2,0,18,2,1,3,0,0,0,1
47,SDSS J233732.81+001634.1,23h37m32.8152s,+00d16m34.197s,354.38673,0.27616583333,G,81291.72291128,0.27116,SLS,1.94640533190871,4,0,5,3,2,0,0,0,0,1
52,SDSS J233747.75+001752.0,23h37m47.7576s,+00d17m52.093s,354.4489902823,0.2978036341,G,185370.67055514,0.61833,SLS,2.1932450609179,3,0,15,3,1,4,0,0,0,1
64,WISEA J233736.81+001907.7,23h37m36.8112s,+00d19m07.793s,354.4033802,0.3188314,G,133103.684236834,0.4439861,SLS,2.70137863196082,6,0,27,5,3,4,0,0,0,1
67,SDSS J233736.28+001908.4,23h37m36.2864s,+00d19m08.494s,354.4011935788,0.3190263346,G,172944.27317104,0.57688,SLS,2.76088829468906,2,0,15,1,1,4,0,0,0,1
69,SDSS J233748.10+001420.9,23h37m48.1044s,+00d14m20.940s,354.450435,0.23915,G,81963.2580172,0.2734,SUN,2.93030639951062,3,0,1,3,2,0,0,0,0,1
94,WISEA J233739.78+002047.2,23h37m39.7891s,+00d20m47.241s,354.4157882,0.3464559,G,81506.1164896941,0.27187514,SLS,4.19225733279402,2,0,36,7,2,4,0,0,0,1
97,WISEA J233723.61+001621.4,23h37m23.6120s,+00d16m21.403s,354.3483835,0.2726122,G,84177.8309002952,0.28078702,SLS,4.25389879449952,7,0,43,9,6,4,0,0,0,1
101,WISEA J233750.67+002014.7,23h37m50.6928s,+00d20m15.024s,354.46122,0.33750685,G,79612.88514648,0.26556,SLS,4.43755289586819,2,0,31,5,2,4,0,0,0,1
103,SDSS J233738.72+001205.7,23h37m38.7312s,+00d12m05.713s,354.41138,0.201587,G,79558.9734687579,0.26538017,SLS,4.52894146058134,4,0,15,4,3,4,0,0,0,1
109,WISEA J233754.61+001329.4,23h37m54.6129s,+00d13m29.412s,354.4775539,0.2248368,G,83281.0467310568,0.27779567,SLS,4.68436192258011,7,0,39,9,8,4,0,0,0,1
116,WISEA J233744.12+002128.2,23h37m44.1207s,+00d21m28.281s,354.4338365,0.357856,G,19993.9402831655,0.066692606,SLS,4.95023900765088,26,0,72,12,7,10,0,1,1,1
120,SDSS J233746.27+001139.0,23h37m46.2864s,+00d11m39.286s,354.44286,0.19424624,G,138523.301713727,0.462063998,SUN,5.14550087884336,10,0,38,9,9,8,0,0,0,1
124,SDSS J233740.84+001118.2,23h37m40.8443s,+00d11m18.259s,354.420184622,0.188405327,G,156176.8809951,0.52095,SLS,5.29603258382536,3,0,5,2,2,4,0,0,0,1
125,GALEXMSC J233801.45+001529.4,23h38m01.3790s,+00d15m27.680s,354.50574583333,0.25768888889,G,80551.23554002,0.26869,SLS,5.31803006459578,2,0,4,2,1,0,0,0,0,1
127,SDSS J233800.84+001837.1,23h38m00.8427s,+00d18m37.155s,354.5035115845,0.3103208285,G,210697.13740698,0.70281,SLS,5.4486119234616,2,0,19,2,1,4,0,0,0,1
132,WISEA J233803.82+001513.4,23h38m03.8234s,+00d15m13.444s,354.5159311,0.2537345,G,81770.5874002926,0.27275732,SLS,5.96662275463543,5,0,33,6,4,4,0,0,0,1
149,SDSS J233725.76+002205.5,23h37m25.7688s,+00d22m05.592s,354.3573703085,0.3682199907,G,143540.6288904,0.4788,SLS,6.6273988971013,2,0,15,1,1,4,0,0,0,1
157,WISEA J233724.51+002203.7,23h37m24.5041s,+00d22m01.758s,354.3521005861,0.3671552557,G,137829.5825655,0.45975,SLS,6.75789995606292,2,0,27,2,1,4,0,0,0,1
158,WIG S00J233714997+00141652,23h37m14.9969s,+00d14m16.519s,354.31248708333,0.23792194444,G,141696.9052737,0.47265,SLS,6.80978663907122,2,0,0,1,1,0,0,0,0,1
159,WISEA J233736.43+000950.5,23h37m36.4385s,+00d09m50.556s,354.4018272,0.1640435,QSO,340103.181466842,1.1344621,SLS,6.8370066524911,48,0,78,20,28,8,0,1,0,1
160,WISEA J233802.47+002044.0,23h38m02.4717s,+00d20m44.061s,354.5102988,0.3455726,*,13.1791591579679,4.3960943e-05,SLS,6.85494675841829,0,0,23,4,1,4,0,0,0,1
165,WISEA J233716.62+002012.4,23h37m16.6427s,+00d20m12.296s,354.3193446078,0.3367490588,G,143330.7741698,0.4781,SLS,6.9904603129727,2,0,31,3,1,4,0,0,0,1
166,WISEA J233712.63+001639.6,23h37m12.6337s,+00d16m39.687s,354.3026407,0.277691,G,63482.8937071921,0.21175614,SLS,6.99174232121383,8,0,64,10,6,8,0,0,0,1
169,SDSS J233721.77+002150.0,23h37m21.7769s,+00d21m50.056s,354.3407372491,0.3639045971,G,160592.82390144,0.53568,SLS,7.03854634783051,2,0,19,2,1,4,0,0,0,1
174,WISEA J233737.96+002354.3,23h37m37.9663s,+00d23m54.507s,354.4081932035,0.3984741865,G,139484.43693366,0.46527,SLS,7.33804740496275,2,0,31,3,1,4,0,0,0,1
177,WISEA J233715.38+001239.0,23h37m15.3878s,+00d12m39.051s,354.314116,0.2108476,*,31.3379996542803,0.000104532315,SLS,7.43796191170317,0,0,23,4,1,3,0,0,0,1
179,SDSS J233724.94+002300.1,23h37m24.9432s,+00d23m00.135s,354.35393,0.383371,G,2732.39450264745,0.009114287,SLS,7.5039557052006,1,0,16,4,2,4,0,0,0,1
180,SDSS J233754.12+002318.5,23h37m54.1278s,+00d23m18.571s,354.475532787,0.3884920189,G,101338.84457774,0.33803,SLS,7.51365521644802,2,0,15,1,1,3,0,0,0,1
181,WISEA J233726.14+002315.8,23h37m26.2224s,+00d23m15.925s,354.35926,0.387757,G,2737.9481579319,0.009132812,SLS,7.57278472707943,3,0,17,7,3,0,0,0,0,1
183,WISEA J233722.02+002239.0,23h37m22.0292s,+00d22m39.052s,354.3417884,0.3775145,QSO,413850.867006518,1.3804579,SLS,7.62672336035716,50,0,64,19,27,9,0,1,0,1
185,WISEA J233745.34+002411.0,23h37m45.3421s,+00d24m11.037s,354.4389258,0.403066,QSO,458320.07161677,1.5287912,SLS,7.67606236348818,30,0,43,14,14,4,0,0,0,1
186,GALEXMSC J233809.03+001946.7,23h38m08.9870s,+00d19m45.490s,354.53744583333,0.32930277778,G,307476.13869854,1.02563,SLS,7.76765874527333,2,0,4,2,1,0,0,0,0,1
189,SDSS J233709.65+001751.8,23h37m09.6505s,+00d17m51.809s,354.290210791,0.2977247477,G,90723.19363996,0.30262,SLS,7.83973543577081,2,0,15,1,1,4,0,0,0,1
194,WISEA J233810.16+001341.2,23h38m10.1665s,+00d13m41.288s,354.5423608,0.2281357,G,150909.047840107,0.5033784,SLS,7.9444554582221,9,0,47,6,5,8,0,0,0,1
199,UGC 12709,23h37m23.9112s,+00d23m30.671s,354.34963,0.39185317,G,2683.1424991,0.00895,S1L,8.07286638618596,93,2,77,29,21,13,2,18,10,3
207,GALEXASC J233707.85+001518.1,23h37m07.8161s,+00d15m17.240s,354.28256708333,0.25478888889,G,138770.93088362,0.46289,SLS,8.30033665754859,2,0,8,3,1,0,0,0,0,1
209,2MASX J23375274+0024211,23h37m52.7311s,+00d24m21.636s,354.469713,0.40601,G,26817.1938430187,0.08945253,SLS,8.3321282649884,19,0,80,14,9,10,0,0,1,1
210,SDSS J233721.65+002329.2,23h37m21.6600s,+00d23m29.338s,354.34025,0.391483,G,2652.90693074841,0.008849145,SLS,8.35927409475807,3,0,16,6,3,4,0,0,0,1
214,WISEA J233810.11+002051.3,23h38m10.1031s,+00d20m50.588s,354.542096634,0.3473857938,G,55209.77906528,0.18416,SLS,8.50912084319944,2,0,31,3,1,4,0,0,0,1
215,SDSS J233808.70+002130.9,23h38m08.7038s,+00d21m30.948s,354.5362661443,0.3585968607,G,109957.87774524,0.36678,SLS,8.5748452336784,2,0,15,1,1,4,0,0,0,1
216,WISEA J233809.81+001203.7,23h38m09.8132s,+00d12m03.765s,354.5408886,0.201046,G,34769.92927884,0.11598,SLS,8.59791223276429,15,0,48,8,6,6,1,0,1,1
218,WISEA J233722.04+002359.7,23h37m22.0400s,+00d23m59.752s,354.3418336,0.3999311,G,90987.011003,0.3035,SLS,8.7308355855131,1,0,12,3,2,0,0,0,0,1
219,WISEA J233811.52+002045.5,23h38m11.4900s,+00d20m45.430s,354.547875,0.34595277778,QSO,83587.8843118199,0.27881917,SLS,8.77025285969715,28,0,99,20,15,12,0,1,0,2
224,WISEA J233756.46+000830.4,23h37m56.4628s,+00d08m30.472s,354.4852617,0.1417978,G,21642.01754302,0.07219,SLS,9.0116151021686,12,0,62,9,4,8,0,0,0,1
225,WISEA J233708.14+001241.0,23h37m08.0650s,+00d12m41.288s,354.28360416667,0.21146888889,G,275203.48059484,0.91798,SLS,9.02548153147445,2,0,12,2,1,0,0,0,0,1
227,WISEA J233707.21+002007.1,23h37m07.2408s,+00d20m06.889s,354.28017,0.33524718,QSO,571028.18541321,1.904745,SLS,9.05009634333109,41,0,27,18,21,3,0,1,0,1
230,WISEA J233749.81+000742.3,23h37m49.8106s,+00d07m42.331s,354.4575443,0.1284253,G,52361.75071428,0.17466,SLS,9.18770876798976,6,0,56,9,6,8,0,0,0,2
231,SDSS J233708.78+002112.4,23h37m08.7806s,+00d21m12.495s,354.2865859779,0.353470854,G,108512.87809768,0.36196,SLS,9.19312209134863,2,0,9,2,1,3,0,0,0,1
233,WISEA J233732.27+000736.6,23h37m32.2746s,+00d07m36.656s,354.3844775,0.1268489,G,55491.4940380626,0.1850997,SLS,9.22687660136966,2,0,41,8,2,4,0,0,0,1
236,SDSS J233712.73+002244.5,23h37m12.7322s,+00d22m44.551s,354.3030508623,0.3790421605,G,90909.06496392,0.30324,SLS,9.28802352022771,2,0,15,1,1,4,0,0,0,1
241,SDSS J233748.94+002549.1,23h37m48.9498s,+00d25m49.109s,354.4539576909,0.4303082012,G,92722.80933482,0.30929,SLS,9.45187496594164,2,0,19,2,1,4,0,0,0,1
244,SDSS J233731.43+000722.2,23h37m31.4304s,+00d07m22.270s,354.38096,0.12285281,*,37.0590845296364,0.0001236158,SLS,9.50927655804656,0,0,5,2,1,4,0,0,0,1
252,SDSS J233750.08+002605.4,23h37m50.0838s,+00d26m05.438s,354.4586828611,0.4348439927,G,99024.44680198,0.33031,SLS,9.7823077731818,2,0,15,1,1,4,0,0,0,1
255,WISEA J233706.36+002132.3,23h37m06.3669s,+00d21m32.398s,354.276529,0.3589995,QSO,213664.767959099,0.71270895,SLS,9.8815374985384,27,0,44,15,15,5,0,0,0,1
256,SDSS J233744.28+002627.0,23h37m44.2863s,+00d26m27.026s,354.4345264106,0.4408407842,G,218257.90319774,0.72803,SLS,9.89346247007964,2,0,19,2,1,4,0,0,0,1
268,WISEA J233714.06+002421.5,23h37m14.0688s,+00d24m21.521s,354.3086202,0.4059781,G,19961.3660338491,0.06658395,SLS,10.2073234853786,20,0,69,9,8,10,0,0,1,1
269,WISEA J233753.55+002618.6,23h37m53.5589s,+00d26m18.646s,354.4731623,0.4385128,G,26707.3900585969,0.089086264,SLS,10.2369198662929,13,0,65,10,5,8,0,0,0,1
271,WIG S00J233750646+00063596,23h37m50.6460s,+00d06m35.960s,354.461025,0.10998888889,G,151811.90280662,0.50639,SLS,10.3112030848146,2,0,0,1,1,0,0,0,0,1
273,SDSS J233821.21+001831.9,23h38m21.2170s,+00d18m31.977s,354.5884041961,0.3088825052,G,143150.898695,0.4775,SLS,10.3364651725421,2,0,9,2,1,4,0,0,0,1
274,WISEA J233739.10+002656.3,23h37m39.1082s,+00d26m56.329s,354.412951,0.4489804,QSO,509706.087817997,1.7001965,SLS,10.3455477432629,56,0,74,22,27,10,0,2,0,2
282,WISEA J233723.45+002619.4,23h37m23.4565s,+00d26m19.472s,354.3477357,0.4387424,G,80344.378744,0.268,SLS,10.627067945177,7,0,56,11,3,4,0,0,0,1
285,WISEA J233717.62+000737.7,23h37m17.6198s,+00d07m37.812s,354.3234158633,0.1271701448,G,142104.62301658,0.47401,SLS,10.6518664893062,2,0,34,4,1,4,0,0,0,1
293,WISEA J233803.52+002555.5,23h38m03.4983s,+00d25m54.944s,354.5145762477,0.4319289824,G,180112.31084182,0.60079,SLS,10.934007629647,2,0,31,3,1,4,0,0,0,1
294,WIG S00J233809491+00245086,23h38m09.4910s,+00d24m50.860s,354.53954583333,0.41412777778,G,207810.13603644,0.69318,SLS,10.9631318802676,2,0,0,1,1,0,0,0,0,1
296,WISEA J233656.95+001814.1,23h36m56.9567s,+00d18m14.188s,354.2373196,0.3039413,G,81110.612291553,0.27055588,SLS,11.0327238280313,5,0,62,10,6,8,0,0,0,1
297,WISEA J233814.40+000929.4,23h38m14.4048s,+00d09m29.482s,354.5600203,0.1581895,G,85971.48318066,0.28677,SLS,11.0433110618702,2,0,31,5,2,4,0,0,0,1
298,WISEA J233744.62+002739.0,23h37m44.6274s,+00d27m39.082s,354.4359478,0.4608563,G,90771.7420306085,0.30278194,SLS,11.0971485047735,2,0,31,5,2,4,0,0,0,1
300,SDSS J233722.16+000627.5,23h37m22.1615s,+00d06m27.554s,354.3423398405,0.1076540779,G,215146.0574837,0.71765,SLS,11.1392606067178,2,0,19,2,1,4,0,0,0,1
301,SDSS J233814.26+002355.1,23h38m14.2677s,+00d23m55.194s,354.5594489764,0.3986651585,G,94458.60766664,0.31508,SLS,11.1545287196353,2,0,19,2,1,4,0,0,0,1
303,WIG S00J233705249+00094424,23h37m05.2490s,+00d09m44.240s,354.27187083333,0.16228888889,G,143729.49813894,0.47943,SLS,11.1893152411559,2,0,0,1,1,0,0,0,0,1
305,WISEA J233656.33+001438.0,23h36m56.3056s,+00d14m38.223s,354.2346068287,0.2439509,G,177881.8549543,0.59335,SLS,11.2461075702697,3,0,31,4,2,4,0,0,0,1
306,WISEA J233658.81+002044.1,23h36m58.7688s,+00d20m44.469s,354.24487,0.34568603,QSO,578842.725519667,1.9308115,SLS,11.2477321930041,28,0,18,10,15,4,0,1,0,1
308,WISEA J233713.50+000729.9,23h37m13.5168s,+00d07m30.272s,354.30632,0.1250757,QSO,405625.791108076,1.353022,SLS,11.3388907643126,25,0,26,12,15,4,0,0,0,1
311,SDSS J233818.50+002259.6,23h38m18.5009s,+00d22m59.647s,354.5770873473,0.3832354048,G,118747.7926138,0.3961,SLS,11.4307518311735,2,0,19,2,1,4,0,0,0,1
314,SDSS J233722.65+000557.6,23h37m22.6584s,+00d05m57.621s,354.3444103433,0.0993392803,G,140842.4967684,0.4698,SLS,11.5464438687137,2,0,15,1,1,3,0,0,0,1
317,WISEA J233817.03+002346.3,23h38m17.0390s,+00d23m46.310s,354.5709959,0.3961974,G,26937.9982118944,0.08985549,SLS,11.593970259876,19,0,72,10,7,10,0,0,1,1
321,WISEA J233655.21+001914.3,23h36m55.2184s,+00d19m14.545s,354.230077,0.320707,*,2.24894753601813,7.5016815e-06,SLS,11.6488813154569,0,0,23,4,1,4,0,0,0,1
323,WISEA J233655.15+001928.9,23h36m55.2033s,+00d19m29.221s,354.230013822,0.3247838104,G,146340.69044812,0.48814,SLS,11.7104638242813,2,0,31,3,1,4,0,0,0,1
326,WISEA J233653.58+001513.5,23h36m53.5809s,+00d15m13.516s,354.223254,0.2537545,G,63179.2039472381,0.21074314,SLS,11.8347458259022,4,0,38,8,3,4,0,0,0,1
327,WISEA J233810.77+000721.8,23h38m10.8050s,+00d07m20.931s,354.54502083333,0.12248083333,G,149704.36182688,0.49936,SLS,11.9417120345521,2,0,16,3,1,0,0,0,0,1
329,WISEA J233806.55+000631.5,23h38m06.5521s,+00d06m31.508s,354.5273006,0.1087524,QSO,276994.560655915,0.9239544,SLS,11.9831915335805,13,0,24,8,5,4,0,0,0,1
335,WISEA J233657.60+002212.6,23h36m57.6210s,+00d22m13.388s,354.2400877341,0.3703856695,G,184615.19356098,0.61581,SLS,12.1270467916439,2,0,35,4,1,4,0,0,0,1
346,WISEA J233823.18+002301.0,23h38m23.1491s,+00d23m01.542s,354.5964546042,0.3837618125,G,188227.69267988,0.62786,SLS,12.427295492889,2,0,31,3,1,4,0,0,0,1
347,SDSS J233650.63+001712.5,23h36m50.6302s,+00d17m12.526s,354.2109593592,0.2868127897,G,305680.38187512,1.01964,SLS,12.5071076720891,2,0,8,2,1,4,0,0,0,1
351,WISEA J233827.64+002100.9,23h38m27.6482s,+00d21m00.958s,354.6152011,0.3502662,G,150864.55863934,0.50323,SLS,12.5635560158785,6,0,27,5,3,4,0,0,0,1
370,WISEA J233649.07+001447.9,23h36m49.0726s,+00d14m47.944s,354.2044694,0.2466513,G,21641.6026302581,0.072188616,SLS,13.006977011148,12,0,56,11,8,6,0,0,1,1
376,SDSS J233822.79+002422.2,23h38m22.7999s,+00d24m22.206s,354.5949997603,0.4061683962,G,109999.84868936,0.36692,SLS,13.1023965258238,2,0,15,1,1,4,0,0,0,1
379,SDSS J233820.34+000800.1,23h38m20.3492s,+00d08m00.187s,354.5847885786,0.1333854327,G,150654.70391874,0.50253,SLS,13.1398337074973,2,0,19,2,1,4,0,0,0,1
380,WISEA J233828.19+002213.2,23h38m28.2408s,+00d22m13.504s,354.61767,0.37041782,QSO,237692.437949297,0.79285663,SLS,13.1715529975817,17,0,29,9,10,4,0,0,0,1
383,SDSS J233647.81+001603.5,23h36m47.8106s,+00d16m03.592s,354.1992110009,0.2676644576,G,63585.9803418,0.2121,SLS,13.2082356448009,2,0,19,2,1,4,0,0,0,1
390,WISEA J233833.95+001651.3,23h38m33.9519s,+00d16m51.344s,354.6414663,0.2809289,G,20318.3367081936,0.067774676,SLS,13.3402755381862,13,0,67,10,8,8,0,0,0,1
391,SDSS J233649.77+001225.2,23h36m49.7742s,+00d12m25.215s,354.2073925911,0.2070041678,G,139247.60089184,0.46448,SLS,13.3761371094504,2,0,19,2,1,4,0,0,0,1
392,SDSS J233724.33+000350.9,23h37m24.3368s,+00d03m50.988s,354.3514033417,0.0641634199,G,33783.61209202,0.11269,SLS,13.3827498823998,2,0,19,2,1,4,0,0,0,1
394,WISEA J233647.53+001450.5,23h36m47.5012s,+00d14m50.701s,354.1979217026,0.2474169904,G,212154.12875286,0.70767,SLS,13.3900621213259,2,0,27,2,1,4,0,0,0,1
395,WISEA J233708.38+000549.7,23h37m08.3819s,+00d05m49.777s,354.2849247,0.0971605,G,76197.7753777764,0.25416842,SLS,13.4489896038098,3,0,42,6,2,6,0,0,1,1
396,WISEA J233746.89+003000.0,23h37m46.9036s,+00d29m59.571s,354.4454319871,0.4998809597,G,288073.57081678,0.96091,SLS,13.4852531345969,2,0,31,3,1,4,0,0,0,1
400,2MASS J23373878+0003053,23h37m38.7900s,+00d03m04.800s,354.411625,0.05133333333,G,55650.0872462692,0.18562871,SLS,13.5275699818342,7,0,37,9,6,4,0,0,0,2
411,WISEA J233820.62+000706.6,23h38m20.6376s,+00d07m06.600s,354.58599,0.11850001,QSO,360391.00649783,1.202135,SLS,13.7930055182183,26,0,22,11,15,4,0,0,0,1
415,WISEA J233809.47+000443.1,23h38m09.4719s,+00d04m43.182s,354.5394665,0.0786619,G,47589.05478292,0.15874,SLS,13.9010819392296,6,0,62,10,6,8,0,0,0,2
418,WISEA J233812.60+002806.9,23h38m12.6014s,+00d28m06.919s,354.5525061,0.4685888,G,47792.9346398321,0.15942007,SLS,14.0216237633517,2,0,35,6,2,4,0,0,0,1
419,SDSS J233644.46+001635.6,23h36m44.4678s,+00d16m35.612s,354.1852828864,0.2765591219,G,198573.53040546,0.66237,SLS,14.0328607607678,2,0,15,1,1,4,0,0,0,1
420,WISEA J233644.65+001744.6,23h36m44.6537s,+00d17m44.635s,354.1860571,0.295732,QSO,247792.52680328,0.8265469,SLS,14.0330969706344,26,0,17,11,15,4,0,0,0,1
422,WISEA J233803.13+000339.8,23h38m03.1221s,+00d03m39.406s,354.5130088992,0.0609463627,G,216468.14222348,0.72206,SLS,14.1148695463495,2,0,31,3,1,4,0,0,0,1
424,WIG S00J233706065+00051725,23h37m06.0650s,+00d05m17.250s,354.27527083333,0.088125,G,225704.74785446,0.75287,SLS,14.2307203845465,2,0,0,1,1,0,0,0,0,1
428,WISEA J233731.69+003043.5,23h37m31.7254s,+00d30m43.794s,354.3821894294,0.5121650573,G,150681.68523996,0.50262,SLS,14.3030154946675,2,0,31,3,1,4,0,0,0,1
430,WISEA J233750.30+000226.9,23h37m50.3025s,+00d02m26.945s,354.4595938,0.0408183,G,22690.8894241263,0.07568866,SLS,14.3572860739672,2,0,36,7,2,4,0,0,0,1
432,WISEA J233659.18+000638.6,23h36m59.1872s,+00d06m38.623s,354.2466135,0.1107287,G,26690.52253574,0.08903,SLS,14.3636566096661,13,0,75,8,5,10,1,0,1,1
434,SDSS J233836.53+002003.7,23h38m36.5399s,+00d20m03.752s,354.6522497693,0.3343756438,G,142776.1581225,0.47625,SLS,14.4070658407644,2,0,19,2,1,4,0,0,0,1
440,WISEA J233712.89+000350.1,23h37m12.8924s,+00d03m50.176s,354.3037187,0.0639379,G,138432.645074013,0.4617616,SLS,14.5221831956321,5,0,27,6,4,4,0,0,0,1
441,WISEA J233725.23+000234.2,23h37m25.2398s,+00d02m34.294s,354.3551662,0.0428597,*,16.7628413264276,5.591482e-05,SLS,14.5444889791842,0,0,23,4,1,4,0,0,0,1
446,SDSS J233723.47+003037.9,23h37m23.4777s,+00d30m37.936s,354.3478241036,0.5105378589,G,141864.78905018,0.47321,SLS,14.670612183537,2,0,19,2,1,4,0,0,0,1
449,SDSS J233701.52+000536.0,23h37m01.5246s,+00d05m36.033s,354.2563528252,0.0933425119,G,168171.57723968,0.56096,SLS,14.7111107091695,2,0,19,2,1,4,0,0,0,1
455,WISEA J233759.93+003046.3,23h37m59.9383s,+00d30m46.351s,354.4997429,0.5128755,G,139322.54900634,0.46473,SLS,14.974398468417,5,0,28,6,4,4,0,0,0,1
458,WISEA J233830.25+002501.8,23h38m30.2512s,+00d25m01.852s,354.6260468,0.4171813,QSO,139016.76069918,0.46371,SLS,15.0050618195123,23,0,35,14,15,4,0,0,0,3
462,WISEA J233640.22+001548.9,23h36m40.2298s,+00d15m48.932s,354.1676242,0.2635924,G,271327.1641129,0.90505,SLS,15.1127492998504,2,0,31,3,1,4,0,0,0,1
463,WISEA J233811.32+000334.5,23h38m11.3291s,+00d03m34.540s,354.5472047,0.0595947,G,106256.65205047,0.35443404,SLS,15.1211705142959,3,0,27,5,3,4,0,0,0,1
465,WISEA J233729.03+003127.9,23h37m29.0358s,+00d31m27.974s,354.3709828,0.5244374,*,23.9308382254333,7.9824684e-05,SLS,15.1447295534318,0,0,18,3,1,0,0,0,0,1
470,SDSS J233703.83+000422.3,23h37m03.8397s,+00d04m22.363s,354.2659987965,0.0728787828,G,136684.37537594,0.45593,SLS,15.2958387686325,2,0,19,2,1,3,0,0,0,1
473,SDSS J233757.38+003121.2,23h37m57.3840s,+00d31m21.291s,354.4891,0.522581,G,25295.2749455474,0.084375955,SLS,15.3398650857637,4,0,0,4,3,0,0,0,0,1
476,SDSS J233643.98+002244.4,23h36m43.9867s,+00d22m44.403s,354.1832780247,0.3790009422,G,102738.8753566,0.3427,SLS,15.4275725651193,2,0,15,1,1,4,0,0,0,1
477,WISEA J233833.98+000851.1,23h38m33.9867s,+00d08m51.140s,354.6416114,0.1475389,G,73527.9256762641,0.24526276,SLS,15.4323650765221,2,0,21,6,2,0,0,0,0,1
479,WISEA J233813.68+000330.0,23h38m13.6801s,+00d03m30.088s,354.5570008,0.0583578,G,73289.0870208246,0.24446608,SLS,15.4907918532051,6,0,62,10,6,8,0,0,0,1
480,WISEA J233832.09+000757.2,23h38m32.0981s,+00d07m57.255s,354.6337423,0.1325709,G,101811.359462492,0.33960614,SLS,15.5080802657733,4,0,27,5,3,4,0,0,0,1
483,SDSS J233744.32+003207.9,23h37m44.3287s,+00d32m07.992s,354.4347030176,0.5355535925,G,82457.9155729,0.27505,SLS,15.5611603169373,2,0,19,2,1,4,0,0,0,1
484,WISEA J233818.71+002855.6,23h38m18.7012s,+00d28m55.591s,354.577921929,0.4821088549,G,115210.2416094,0.3843,SLS,15.5779015135791,2,0,31,3,1,4,0,0,0,1
485,WISEA J233655.54+000545.1,23h36m55.5435s,+00d05m45.179s,354.2314314,0.0958832,*,15.3884158214053,5.133023e-05,SLS,15.6376582158742,0,0,23,4,1,4,0,0,0,1
488,WISEA J233637.76+001727.6,23h36m37.7611s,+00d17m27.682s,354.1573379,0.291023,G,107891.087554316,0.35988593,SLS,15.7331269203798,4,0,27,5,3,4,0,0,0,1
490,WISEA J233733.64+000051.1,23h37m33.6464s,+00d00m51.111s,354.3901934,0.0141975,UvS,55587.6524689661,0.18542045,SLS,15.8438066497756,1,0,25,6,2,0,0,0,0,1
492,WISEA J233830.81+000656.7,23h38m30.8095s,+00d06m55.158s,354.6283729686,0.1153216625,G,86097.39601302,0.28719,SLS,15.8516972439092,2,0,31,3,1,4,0,0,0,1
499,WISEA J233644.06+002421.8,23h36m44.1240s,+00d24m22.214s,354.183850221,0.4061705533,G,151179.34072024,0.50428,SLS,16.1156766836008,2,0,31,3,1,4,0,0,0,1
500,SDSS J233636.53+001442.6,23h36m36.5396s,+00d14m42.693s,354.1522483254,0.245192622,G,205097.01429154,0.68413,SLS,16.1258861753941,2,0,23,3,1,4,0,0,0,1
502,WISEA J233721.67+003202.2,23h37m21.6769s,+00d32m02.281s,354.3403207,0.5339671,G,116572.993196108,0.38884565,SLS,16.1465638406489,4,0,27,5,3,4,0,0,0,1
