No.,Object Name,RA-s,Dec-s,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Separation,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
868,WISEA J233646.89-000335.7,23h36m46.8789s,-00d03m35.724s,354.1953287518,-0.0599233733,G,151233.30336268,0.50446,SLS,24.2533562337509,2,0,31,3,1,4,0,0,0,1
870,WISEA J233800.97-000709.8,23h38m00.9759s,-00d07m09.860s,354.5040663,-0.1194058,G,141504.507467929,0.47200823,SLS,24.3041711312076,3,0,27,4,2,4,0,0,0,1
871,WISEA J233818.27+003902.9,23h38m18.2787s,+00d39m02.977s,354.5761614,0.6508272,G,47797.2186740569,0.15943436,SLS,24.3456438124399,13,0,46,10,7,6,1,0,1,1
872,WISEA J233858.80+000204.2,23h38m58.8088s,+00d02m04.277s,354.7450367,0.0345215,G,17921.8740447731,0.059780937,SLS,24.3591622251401,13,0,70,9,4,10,0,0,1,1
873,WISEA J233823.05+003831.7,23h38m23.0594s,+00d38m31.730s,354.5960809,0.6421474,G,41216.7742209569,0.13748436,SLS,24.3627130125619,15,0,71,10,7,10,0,0,1,1
875,WISEA J233602.97+001728.9,23h36m02.9735s,+00d17m28.972s,354.0123898,0.2913812,QSO,72787.210462736,0.242792,SUN,24.4222713105352,23,0,63,17,19,8,4,1,0,3
878,WISEA J233750.18+004056.3,23h37m50.1807s,+00d40m56.367s,354.4590864,0.6823243,G,251810.255387659,0.8399486,SLS,24.4570177553034,14,0,25,8,7,4,0,0,0,1
879,WISEA J233728.50-000740.6,23h37m28.5081s,-00d07m40.685s,354.368784,-0.1279682,UvES,268515.980254988,0.8956729,SLS,24.4655667996684,13,0,25,7,5,4,0,0,0,1
880,WISEA J233605.92+001022.8,23h36m05.9258s,+00d10m22.808s,354.0246909,0.1730024,G,107582.052494836,0.3588551,SLS,24.4719780456694,3,0,27,6,4,4,0,0,0,1
883,SDSS J233647.61+003713.3,23h36m47.6160s,+00d37m13.317s,354.1984,0.620366,G,2670.47237044755,0.008907737,SLS,24.5093934674728,0,0,0,1,1,0,0,0,0,1
884,WISEA J233759.40+004039.9,23h37m59.4095s,+00d40m39.984s,354.4975398,0.6777735,G,146720.28765844,0.4894062,SLS,24.5214795318447,3,0,27,3,1,4,0,0,0,1
887,WISEA J233857.18+003200.0,23h38m57.1838s,+00d32m00.086s,354.7382659,0.5333573,G,109257.961287321,0.36444533,SLS,24.5713872607461,4,0,27,5,3,4,0,0,0,1
888,SDSS J233602.91+001922.9,23h36m02.9184s,+00d19m22.912s,354.0121601908,0.3230311422,G,140782.5382768,0.4696,SLS,24.5779903369934,2,0,19,2,1,4,0,0,0,1
890,WISEA J233606.61+000921.0,23h36m06.6140s,+00d09m21.055s,354.0275586,0.1558486,G,45100.3246949084,0.15043849,SLS,24.5891382727732,6,0,56,8,5,8,0,0,0,2
895,WISEA J233808.29-000703.9,23h38m08.2982s,-00d07m03.937s,354.534576,-0.1177605,*,28.0013710541942,9.340252e-05,SLS,24.6578860899304,0,0,31,6,1,4,0,0,0,1
899,SDSS J233842.12+003555.2,23h38m42.1224s,+00d35m55.266s,354.67551,0.598685,*,27.2129918377687,9.077277e-05,SLS,24.6952112679657,1,0,12,5,2,4,0,0,0,1
900,CGCG 381-019,23h39m08.6532s,+00d27m48.231s,354.7860552,0.4633977,G,5233.04283982682,0.017455552,SLS,24.7000397853376,34,0,83,19,14,10,1,2,1,2
903,SDSS J233730.83-000759.5,23h37m30.8400s,-00d07m59.400s,354.3785,-0.13316666667,G,136982.670370612,0.456925005,SUN,24.7107596767297,7,0,25,6,5,4,0,0,0,1
904,WISEA J233629.80+003352.3,23h36m29.7936s,+00d33m52.039s,354.1241402207,0.5644553091,G,177471.13928684,0.59198,SLS,24.7282992175069,2,0,31,3,1,4,0,0,0,1
905,SDSS J233737.21+004119.4,23h37m37.2109s,+00d41m19.445s,354.4050457781,0.6887347951,G,103359.44574466,0.34477,SLS,24.7385992374021,2,0,19,2,1,4,0,0,0,1
906,SHOC 608,23h36m46.8400s,+00d37m24.500s,354.19516666667,0.62347222222,G,2642.89865933054,0.008815761,SLS,24.771122967561,26,0,24,15,10,4,0,2,0,2
909,WISEA J233733.08-000810.1,23h37m33.0855s,-00d08m10.157s,354.3878564,-0.1361549,G,137212.759583165,0.4576925,SLS,24.8404324790892,6,0,29,5,3,4,0,0,0,1
912,2MASX J23360700+0008120,23h36m06.9998s,+00d08m12.195s,354.029166,0.136721,G,63450.1623666277,0.21164696,SLS,24.8608030557329,12,0,55,10,9,10,0,0,1,1
913,WISEA J233705.36+003952.3,23h37m05.3694s,+00d39m52.305s,354.2723726,0.6645293,G,17948.0252406769,0.059868168,SLS,24.8825986422358,13,0,66,8,5,8,0,0,0,1
915,WISEA J233737.17-000817.0,23h37m37.1773s,-00d08m17.026s,354.4049055,-0.138063,G,34594.793522801,0.11539581,SLS,24.8984872057114,11,0,39,6,3,4,0,0,0,1
916,WISEA J233631.27+003429.6,23h36m31.2413s,+00d34m29.540s,354.1301721486,0.5748723171,G,144910.68042346,0.48337,SLS,24.9155086314135,2,0,31,3,1,4,0,0,0,1
917,2MASS J23360689+0008074,23h36m06.8472s,+00d08m07.141s,354.02853,0.135317,G,64732.3267427004,0.2159238,SLS,24.9252617530843,4,0,20,5,3,4,0,0,0,1
923,SDSS J233858.04+000040.9,23h38m58.0476s,+00d00m40.926s,354.7418653158,0.0113683931,G,59161.04366172,0.19734,SLS,25.0651241142934,2,0,5,1,1,3,0,0,0,1
924,WISEA J233709.61-000717.2,23h37m09.7249s,-00d07m15.096s,354.2905206945,-0.1208600936,G,152822.20339008,0.50976,SLS,25.0694616578057,2,0,31,3,1,4,0,0,0,1
925,WISEA J233846.02+003538.0,23h38m46.0215s,+00d35m38.076s,354.6917566,0.59391,G,25177.5449483285,0.08398325,SLS,25.0957961658736,1,0,35,5,1,4,0,0,0,1
927,WISEA J233804.03+004101.3,23h38m04.0339s,+00d41m01.386s,354.5168083,0.6837184,G,107586.171643209,0.35886884,SLS,25.115881460144,3,0,33,6,3,4,0,0,0,1
929,WISEA J233634.25-000216.1,23h36m34.2522s,-00d02m16.113s,354.1427175,-0.0378093,G,50481.6173035559,0.16838855,SLS,25.1226465768668,3,0,36,6,1,4,0,0,0,1
930,WISEA J233742.48+004145.6,23h37m42.5184s,+00d41m45.286s,354.42716,0.695913,*,0.303937148690342,1.0138252e-06,SLS,25.1593513680661,0,0,17,3,1,4,0,0,0,1
932,SDSS J233709.78+004035.6,23h37m09.7818s,+00d40m35.603s,354.2907576009,0.6765564961,G,73053.42616544,0.24368,SLS,25.1999670984386,2,0,15,1,1,4,0,0,0,1
937,SDSS J233700.75-000638.2,23h37m00.7537s,-00d06m38.297s,354.2531404144,-0.1106382156,G,143120.9194492,0.4774,SLS,25.2834050325015,2,0,19,2,1,4,0,0,0,1
938,WISEA J233637.07-000304.5,23h36m36.9834s,-00d03m04.858s,354.1540978637,-0.0513496657,G,213850.95406514,0.71333,SLS,25.3037638899168,2,0,31,3,1,4,0,0,0,1
940,WISEA J233921.57+001359.8,23h39m21.5751s,+00d13m59.852s,354.8398966,0.2332923,G,190143.3664865,0.63425,SLS,25.3773441447447,2,0,34,4,1,4,0,0,0,1
946,SDSS J233805.33-000805.5,23h38m05.3378s,-00d08m05.511s,354.5222409539,-0.1348641984,G,36598.66327264,0.12208,SLS,25.4545651352519,2,0,19,2,1,4,0,0,0,1
947,WISEA J233811.38+004052.1,23h38m11.3828s,+00d40m52.186s,354.5474285,0.681163,G,75385.4127647109,0.25145867,SLS,25.4605941297498,3,0,56,8,5,8,0,0,0,2
949,WISEA J233605.22+000737.2,23h36m05.2271s,+00d07m37.226s,354.0217798,0.1270073,*,6.19825133988658,2.0675141e-05,SLS,25.47790655983,0,0,21,4,1,4,0,0,0,1
950,SDSS J233635.57-000301.3,23h36m35.5768s,-00d03m01.391s,354.1482368064,-0.0503864371,G,164870.8622771,0.54995,SLS,25.481725200573,2,0,15,1,1,4,0,0,0,1
951,SDSS J233843.57+003638.4,23h38m43.5776s,+00d36m38.414s,354.6815733698,0.6106708085,G,139688.2958051,0.46595,SLS,25.4849430590883,2,0,19,2,1,4,0,0,0,1
956,WISEA J233612.82+000332.0,23h36m12.7968s,+00d03m32.118s,354.05332,0.058921815,G,19285.2411053971,0.06432864,SLS,25.5444492037633,5,0,55,7,5,8,0,0,0,2
959,WISEA J233633.58-000245.4,23h36m33.5693s,-00d02m45.664s,354.1398721205,-0.0460178775,G,244270.8947784,0.8148,SLS,25.606028884928,2,0,31,3,1,4,0,0,0,1
967,WIG S00J233616307+00015501,23h36m16.3070s,+00d01m55.009s,354.06794583333,0.03194694444,G,155475.36664338,0.51861,SLS,25.6841132320913,2,0,0,1,1,0,0,0,0,1
969,WISEA J233634.85+003624.2,23h36m34.8864s,+00d36m24.341s,354.14536,0.60676145,G,83407.3373019139,0.27821693,SLS,25.7320937174191,1,0,35,5,1,4,0,0,0,1
970,SDSS J233643.89+003807.0,23h36m43.8994s,+00d38m07.074s,354.1829141861,0.6352985687,G,140269.89317362,0.46789,SLS,25.7670715965001,2,0,9,2,1,4,0,0,0,1
971,SDSS J233919.99+002328.4,23h39m19.9937s,+00d23m28.402s,354.8333073227,0.3912229587,G,251684.76226474,0.83953,SLS,25.7811418684847,2,0,18,2,1,3,0,0,0,1
972,WISEA J233557.59+001505.9,23h35m57.5998s,+00d15m05.995s,353.9899995,0.2516654,G,83656.6537037605,0.27904856,SLS,25.7934092634822,4,0,36,6,2,4,0,0,0,1
974,SDSS J233855.12+003429.8,23h38m55.1202s,+00d34m29.845s,354.7296675446,0.5749571191,G,116682.22257818,0.38921,SLS,25.8336400467188,2,0,15,1,1,4,0,0,0,1
975,WISEA J233605.77+002653.8,23h36m05.7798s,+00d26m53.833s,354.0240828,0.4482872,G,19613.5887950216,0.06542389,SLS,25.8445048287583,1,0,21,5,1,0,0,0,0,1
976,SDSS J233904.88+000136.8,23h39m04.8881s,+00d01m36.845s,354.7703673335,0.0269016503,G,163926.5160344,0.5468,SLS,25.8573866905461,2,0,15,1,1,4,0,0,0,1
978,WISEA J233805.69-000830.8,23h38m05.6936s,-00d08m30.827s,354.5237237,-0.1418966,G,137153.370697235,0.4574944,SLS,25.8854861231426,4,0,33,6,3,4,0,0,0,1
979,WISEA J233728.63+004219.3,23h37m28.6393s,+00d42m19.388s,354.3693304,0.7053856,G,25379.3172642608,0.08465629,SLS,25.8963348358615,9,0,58,8,5,8,0,0,0,1
980,WISEA J233650.81+003918.6,23h36m50.8180s,+00d39m18.690s,354.2117417,0.6551918,G,17967.532735919,0.059933238,SLS,25.8977240762003,17,0,75,9,8,10,1,0,1,1
981,WISEA J233730.49-000913.5,23h37m30.5309s,-00d09m13.611s,354.37721208333,-0.15378083333,G,202189.02744894,0.67443,SLS,25.9492349606814,2,0,16,3,1,0,0,0,0,1
982,WISEA J233910.97+000349.9,23h39m10.9939s,+00d03m50.474s,354.7958082354,0.0640207166,G,150678.68731538,0.50261,SLS,25.9513563512074,2,0,31,3,1,4,0,0,0,1
984,WISEA J233915.35+002721.9,23h39m15.3427s,+00d27m22.075s,354.813928,0.456132,*,38.8079987814939,0.00012944955,SLS,26.018000072932,0,0,30,6,1,4,0,0,0,1
988,WISEA J233810.02-000825.6,23h38m10.0212s,-00d08m25.687s,354.5417551,-0.1404688,G,80899.9121562215,0.26985306,SLS,26.0865378880962,2,0,36,6,2,4,0,0,0,1
989,WISEA J233921.78+001002.4,23h39m21.7638s,+00d10m02.790s,354.8406827416,0.1674417092,G,236887.00653786,0.79017,SLS,26.1260715508571,2,0,31,3,1,4,0,0,0,1
991,SDSS J233555.94+001644.8,23h35m55.9404s,+00d16m44.887s,353.9830850582,0.2791353341,G,103653.2423535,0.34575,SLS,26.1650039940295,2,0,19,2,1,4,0,0,0,1
992,SDSS J233600.62+002422.1,23h36m00.6210s,+00d24m22.188s,354.0025878945,0.4061635761,G,144976.63476422,0.48359,SLS,26.1741038956846,2,0,19,2,1,4,0,0,0,1
993,SDSS J233729.34-000927.5,23h37m29.3471s,-00d09m27.507s,354.3722796391,-0.1576410552,G,215697.67560642,0.71949,SLS,26.2098770549272,3,0,19,2,1,4,0,0,0,1
994,SDSS J233640.19+003804.0,23h36m40.1903s,+00d38m04.052s,354.167459721,0.6344589303,G,177788.91929232,0.59304,SLS,26.24733902876,2,0,19,2,1,4,0,0,0,1
997,SDSS J233624.24-000130.4,23h36m24.2454s,-00d01m30.487s,354.1010227721,-0.025135354,G,112715.96835884,0.37598,SLS,26.3111618539884,2,0,15,1,1,4,0,0,0,1
999,SDSS J233832.12-000621.6,23h38m32.1219s,-00d06m21.628s,354.6338415207,-0.1060079667,G,276000.92853312,0.92064,SLS,26.3265972205169,2,0,19,2,1,4,0,0,0,1
1002,SDSS J233836.96+003853.2,23h38m36.9623s,+00d38m53.205s,354.6540097432,0.6481126323,G,60333.2321725,0.20125,SLS,26.3672266633045,2,0,19,2,1,4,0,0,0,1
1004,WISEA J233756.75+004241.0,23h37m56.7582s,+00d42m41.054s,354.4864926,0.7114041,G,98578.1457697554,0.3288213,SLS,26.3951632875795,3,0,27,5,3,4,0,0,0,1
1007,SDSS J233616.76+000029.0,23h36m16.7664s,+00d00m29.057s,354.0698602761,0.0080715482,G,173618.80620154,0.57913,SLS,26.4379682707569,2,0,5,1,1,4,0,0,0,1
1008,WIG S00J233726454-00093905,23h37m26.4540s,-00d09m39.049s,354.360225,-0.16084694444,G,274259.13435214,0.91483,SLS,26.4879614911889,2,0,0,1,1,0,0,0,0,1
1015,WISEA J233556.01+002143.3,23h35m56.0109s,+00d21m43.303s,353.983379,0.3620286,G,278066.49856874,0.92753,SLS,26.6437536048384,5,0,25,4,2,4,0,0,0,1
1016,WISEA J233859.47-000119.8,23h38m59.4731s,-00d01m19.853s,354.7478047,-0.0221814,G,8.44750601327793,2.8177847e-05,SLS,26.6519155647747,2,0,33,4,1,4,0,0,0,1
1017,WISEA J233649.52-000648.7,23h36m49.5269s,-00d06m48.708s,354.2063622,-0.11353,G,117138.761522845,0.39073285,SLS,26.6672079983678,3,0,27,5,3,4,0,0,0,1
1020,SDSS J233845.21+003753.0,23h38m45.2182s,+00d37m53.042s,354.6884093824,0.6314005821,G,136132.75725322,0.45409,SLS,26.7200852606086,2,0,19,2,1,4,0,0,0,1
1021,WISEA J233619.74-000053.0,23h36m19.7439s,-00d00m53.075s,354.0822664,-0.0147433,QSO,112453.949750548,0.375106,SLS,26.7266614332676,24,0,28,12,14,4,0,0,0,1
1024,WISEA J233600.91+000651.5,23h36m00.9150s,+00d06m51.525s,354.0038126,0.1143126,G,26722.3017354578,0.089136004,SLS,26.7572866971467,11,0,56,9,6,8,0,0,0,1
1025,WISEA J233751.94-001000.8,23h37m51.9490s,-00d10m00.867s,354.4664545,-0.1669075,G,21503.9888982624,0.071729586,SLS,26.7652577575756,4,0,35,7,3,4,0,0,0,1
1027,GALEXASC J233912.37+000242.9,23h39m12.3101s,+00d02m43.238s,354.80129208333,0.04534388889,G,83228.38218996,0.27762,SLS,26.8011854022033,2,0,8,3,1,0,0,0,0,1
1032,WISEA J233720.46-000947.0,23h37m20.4601s,-00d09m47.063s,354.3352504,-0.1630733,G,87968.2898201885,0.29343063,SLS,26.860514689722,4,0,27,5,3,4,0,0,0,1
1034,SDSS J233755.72-001000.0,23h37m55.7225s,-00d10m00.040s,354.4821771365,-0.1666778426,G,151811.90280662,0.50639,SLS,26.8679877767464,2,0,15,1,1,4,0,0,0,1
1036,SDSS J233604.03+000447.1,23h36m04.0400s,+00d04m47.100s,354.01683333333,0.07975,G,22868.16869624,0.07628,SLS,26.8761496468408,18,0,25,10,10,4,0,0,0,1
1038,2MASX J23360380+0004470,23h36m04.0471s,+00d04m43.248s,354.016863,0.07868,G,23099.1407975815,0.07705044,SLS,26.9028377816784,7,0,42,8,7,6,0,1,1,1
1039,WISEA J233914.73+000332.4,23h39m14.7306s,+00d03m33.127s,354.8113777248,0.0592020239,G,136111.77178116,0.45402,SLS,26.9077711978661,2,0,27,2,1,4,0,0,0,1
1040,WISEA J233554.74+002137.8,23h35m54.7476s,+00d21m37.878s,353.9781153,0.3605218,G,139640.508887295,0.4657906,SLS,26.9367180680178,4,0,27,3,1,4,0,0,0,1
1041,SDSS J233603.74+000447.1,23h36m03.7584s,+00d04m47.253s,354.01566,0.079792506,G,6.22992831037623,2.0780804e-05,SLS,26.9382811542147,2,0,15,2,1,3,0,0,0,1
1042,WISEA J233601.39+002707.6,23h36m01.3854s,+00d27m07.223s,354.0057724854,0.4520066199,G,150699.67278744,0.50268,SLS,26.94205448241,2,0,31,3,1,4,0,0,0,1
1043,WISEA J233915.32+000341.0,23h39m15.3170s,+00d03m41.531s,354.8138208787,0.0615365745,G,107256.74769866,0.35777,SLS,26.9687429925554,2,0,27,2,1,4,0,0,0,1
1045,WISEA J233911.52+000204.3,23h39m11.5265s,+00d02m04.319s,354.7980274,0.0345331,G,28064.8239266846,0.093614176,SLS,26.9775171281782,12,0,65,8,5,10,0,0,1,1
1046,WISEA J233905.71+003315.1,23h39m05.7130s,+00d33m15.187s,354.7738045,0.5542187,G,5371.56524276275,0.017917613,SLS,27.0197470188907,7,0,30,10,5,0,0,0,0,1
1051,WISEA J233731.56+004333.8,23h37m31.5616s,+00d43m33.871s,354.3815068,0.7260755,G,76431.1997814243,0.25494704,SLS,27.0590317838426,3,0,34,6,2,4,0,0,0,1
1053,SDSS J233750.69+004332.6,23h37m50.6937s,+00d43m32.652s,354.4612237721,0.7257366703,G,92054.27215348,0.30706,SLS,27.062097263561,2,0,23,3,1,4,0,0,0,1
1055,WISEA J233752.16-001021.3,23h37m52.2072s,-00d10m19.963s,354.46753,-0.172212,G,21531.2712111102,0.07182059,SLS,27.0885920791754,2,0,36,7,2,4,0,0,0,1
1056,WISEA J233741.07+004341.7,23h37m41.0718s,+00d43m41.778s,354.4211328,0.7282717,*,4.1031058789075,1.3686488e-05,SLS,27.0965588311892,0,0,23,4,1,3,0,0,0,1
1057,SDSS J233559.94+000632.4,23h35m59.9421s,+00d06m32.404s,353.9997589386,0.109001164,G,127783.53729792,0.42624,SLS,27.1006383755342,2,0,15,1,1,4,0,0,0,1
1058,WISEA J233648.27-000710.1,23h36m48.3024s,-00d07m09.940s,354.20126,-0.119428,*,15.9498893213896,5.3203104e-05,SLS,27.1246451050873,0,0,17,3,1,4,0,0,0,1
1060,WISEA J233553.31+001221.5,23h35m53.3630s,+00d12m22.629s,353.97234583333,0.20628583333,G,231478.75059554,0.77213,SLS,27.1395518752083,2,0,15,3,1,0,0,0,0,1
1062,WISEA J233628.63+003655.5,23h36m28.5816s,+00d36m55.616s,354.11909,0.615449,G,58831.5687524534,0.19624099,SLS,27.1538096212603,1,0,36,6,1,4,0,0,0,1
1063,SDSS J233839.95+003920.4,23h38m39.9585s,+00d39m20.451s,354.6664937501,0.6556810671,G,215898.53655328,0.72016,SLS,27.154117675058,2,0,15,1,1,4,0,0,0,1
1065,SDSS J233739.95+004345.7,23h37m39.9572s,+00d43m45.703s,354.4164885552,0.7293621019,G,75035.05431282,0.25029,SLS,27.1622013921414,2,0,19,2,1,4,0,0,0,1
1068,2MASX J23373197+0043415,23h37m31.9700s,+00d43m41.400s,354.38320833333,0.72816666667,G,77020.750643855,0.25691357,SLS,27.1757706269091,14,0,39,15,16,6,0,0,1,2
1070,WISEA J233821.65-000837.0,23h38m21.6578s,-00d08m37.019s,354.5902412,-0.1436166,G,27869.9570302299,0.09296417,SLS,27.2260121636841,18,0,72,11,7,10,0,1,1,1
1072,WISEA J233818.09+004215.5,23h38m18.0886s,+00d42m15.540s,354.575369293,0.704316838,G,111846.57023064,0.37308,SLS,27.3169430643781,2,0,31,3,1,4,0,0,0,1
1073,SDSS J233848.58-000447.2,23h38m48.5886s,-00d04m47.238s,354.7024525318,-0.0797883461,G,98502.80792506,0.32857,SLS,27.3188242184583,2,0,19,2,1,4,0,0,0,1
1074,WISEA J233605.33+003000.7,23h36m05.3176s,+00d30m00.930s,354.0221569989,0.5002583758,G,303767.70599308,1.01326,SLS,27.3380458508048,2,0,31,3,1,4,0,0,0,1
1075,WISEA J233921.07+002729.7,23h39m21.0721s,+00d27m29.711s,354.8378008,0.4582532,G,154983.557116031,0.5169695,SLS,27.3787375057781,2,0,27,3,1,4,0,0,0,1
1076,WIG S00J233926873+00232361,23h39m26.8730s,+00d23m23.611s,354.86197083333,0.38989194444,G,103317.47480054,0.34463,SLS,27.4226161550655,2,0,0,1,1,0,0,0,0,1
1078,WISEA J233929.98+001421.4,23h39m29.9865s,+00d14m21.409s,354.8749439,0.2392805,G,166768.54853624,0.55628,SLS,27.4382075649336,2,0,31,3,1,4,0,0,0,1
1081,WISEA J233921.59+000547.0,23h39m21.5986s,+00d05m47.037s,354.8399945,0.0963993,*,12.9615757878007,4.3235163e-05,SLS,27.4686278775914,0,0,29,6,1,4,0,0,0,1
1083,WISEA J233633.54-000511.9,23h36m33.5449s,-00d05m11.904s,354.1397706,-0.0866402,*,58.0092440360086,0.00019349801,SLS,27.4989581423619,0,0,23,4,1,4,0,0,0,1
1084,WISEA J233551.43+001302.8,23h35m51.4200s,+00d13m02.600s,353.96425,0.217389,G,19708.449124582,0.06574031,SLS,27.5254922109153,1,0,36,6,1,4,0,0,0,1
1087,WISEA J233926.20+002452.7,23h39m26.2013s,+00d24m52.793s,354.8591724,0.4146649,G,40156.1564713462,0.13394652,SLS,27.6678390017537,12,0,71,9,5,10,0,0,1,1
1088,WISEA J233820.74-000914.1,23h38m20.7417s,-00d09m14.185s,354.5864239,-0.1539403,*,8.01243160902051,2.6726595e-05,SLS,27.716960859844,0,0,23,4,1,4,0,0,0,1
1091,WISEA J233930.10+002109.3,23h39m30.1045s,+00d21m09.347s,354.8754355,0.3525964,G,75147.4255198521,0.25066483,SLS,27.7522102125687,4,0,54,7,4,8,0,0,0,1
1092,SDSS J233927.05+002432.1,23h39m27.0572s,+00d24m32.145s,354.8627385958,0.4089291832,G,176385.89058888,0.58836,SLS,27.771793078666,2,0,18,2,1,4,0,0,0,1
1093,WISEA J233600.65+002848.8,23h36m00.6750s,+00d28m49.077s,354.0028126706,0.4802991887,G,170698.82766062,0.56939,SLS,27.8084984739746,2,0,27,2,1,4,0,0,0,1
1097,SDSS J233904.51-000151.1,23h39m04.5132s,-00d01m51.199s,354.7688049947,-0.0308887901,G,184971.946586,0.617,SLS,27.9394243856072,2,0,19,2,1,4,0,0,0,1
1100,WISEA J233826.31-000856.9,23h38m26.3104s,-00d08m56.994s,354.6096268,-0.149165,*,3.03718030382789,1.0130943e-05,SLS,27.9890503803862,0,0,23,4,1,4,0,0,0,1
1101,WISEA J233558.54+000504.1,23h35m58.5422s,+00d05m04.180s,353.9939259,0.0844947,G,12516.1291640814,0.041749313,SLS,27.9987125780828,11,0,56,10,9,8,0,0,0,2
1102,WIG S00J233603507+00023848,23h36m03.5069s,+00d02m38.479s,354.01461208333,0.04402194444,G,204722.27371904,0.68288,SLS,28.0005553584905,2,0,0,1,1,0,0,0,0,1
1103,WISEA J233931.28+001205.5,23h39m31.2849s,+00d12m05.569s,354.880354,0.201547,G,27958.2249236388,0.0932586,SLS,28.0356731847586,3,0,39,7,2,4,0,0,0,1
1105,SDSS J233819.39+004255.7,23h38m19.3963s,+00d42m55.738s,354.5808182309,0.7154830059,G,169868.40255196,0.56662,SLS,28.0585137889385,2,0,15,1,1,4,0,0,0,1
1107,WISEA J233549.21+001315.1,23h35m49.1472s,+00d13m14.846s,353.95478,0.22079066,G,40467.3740199205,0.13498463,SLS,28.0639031493276,6,0,25,6,3,4,0,0,0,1
1113,WISEA J233851.41-000515.7,23h38m51.3828s,-00d05m15.270s,354.714095065,-0.0875750016,G,251106.1628208,0.8376,SLS,28.1203723928407,2,0,27,2,1,4,0,0,0,1
1116,WISEA J233700.93+004256.0,23h37m00.9380s,+00d42m56.043s,354.2539084,0.7155676,G,34961.1477010809,0.116617836,SLS,28.138792387529,12,0,56,9,8,8,0,0,0,2
1119,WISEA J233609.04+003300.3,23h36m09.0432s,+00d33m00.338s,354.03768,0.5500941,G,108383.745494321,0.36152926,SLS,28.1608282827381,1,0,31,4,1,4,0,0,0,1
1120,SDSS J233930.98+002222.5,23h39m30.9845s,+00d22m22.540s,354.8791022077,0.3729279987,G,107871.32223756,0.35982,SLS,28.1936265006036,2,0,23,3,1,4,0,0,0,1
1121,WISEA J233829.27+004203.4,23h38m29.2466s,+00d42m03.708s,354.6218610854,0.7010299866,G,167401.11062262,0.55839,SLS,28.2169802311161,3,0,35,4,1,4,0,0,0,1
1123,WISEA J233932.40+002037.1,23h39m32.3976s,+00d20m38.079s,354.88499,0.343911,*,44.1361291935642,0.00014722228,SLS,28.2387086399001,0,0,20,4,1,2,0,0,0,1
1124,SDSS J233659.62-000943.0,23h36m59.6244s,-00d09m43.044s,354.2484353189,-0.1619567844,G,336103.32051296,1.12112,SLS,28.2407915623655,2,0,15,1,1,4,0,0,0,1
1125,SDSS J233701.98+004308.4,23h37m01.9845s,+00d43m08.400s,354.2582690709,0.7190001613,G,187373.28417458,0.62501,SLS,28.2411308309231,2,0,19,2,1,4,0,0,0,1
1126,SDSS J233601.47+003008.8,23h36m01.4781s,+00d30m08.817s,354.0061588874,0.5024492932,G,230225.6181211,0.76795,SLS,28.2411439958274,2,0,8,2,1,4,0,0,0,1
1129,SDSS J233802.72-001106.8,23h38m02.7223s,-00d11m06.879s,354.5113433014,-0.1852444172,G,167131.29741042,0.55749,SLS,28.261104541329,2,0,15,1,1,4,0,0,0,1
1130,WISEA J233804.59+004413.0,23h38m04.5992s,+00d44m13.059s,354.5191637,0.7369609,G,138029.849923293,0.46041802,SLS,28.2618066746444,4,0,27,3,1,4,0,0,0,1
1139,WISEA J233839.44-000742.2,23h38m39.4480s,-00d07m42.268s,354.6643668,-0.1284078,G,102375.481928635,0.34148785,SLS,28.410371276064,2,0,33,5,2,4,0,0,0,1
1140,SDSS J233805.50+004419.6,23h38m05.5042s,+00d44m19.616s,354.522934342,0.7387823045,G,204344.53522196,0.68162,SLS,28.4173139723873,2,0,19,2,1,4,0,0,0,1
1141,2MASS J23392207+0003466,23h39m22.0740s,+00d03m46.674s,354.841975,0.062965,*,7.10667914840114,2.370533e-05,SLS,28.4246520331477,0,0,11,3,1,4,0,0,0,1
1142,SDSS J233930.72+002344.0,23h39m30.7259s,+00d23m44.070s,354.8780248209,0.3955750411,G,55536.5528445,0.18525,SLS,28.4404270190362,2,0,15,1,1,4,0,0,0,1
1143,SDSS J233746.71+004501.2,23h37m46.7138s,+00d45m01.244s,354.4446408817,0.7503456485,G,249817.0552514,0.8333,SLS,28.4618056702587,2,0,15,1,1,4,0,0,0,1
1149,SDSS J233817.94+004337.2,23h38m17.9422s,+00d43m37.276s,354.5747595325,0.7270211509,G,199158.12569856,0.66432,SLS,28.5883687368445,3,0,16,2,2,4,0,0,0,1
1150,WISEA J233804.08+004435.0,23h38m04.0896s,+00d44m34.920s,354.51704,0.74303356,QSO,471996.543592238,1.574411,SLS,28.5915248814606,23,0,26,10,13,4,0,0,0,1
1151,WISEA J233812.95-001051.7,23h38m12.9564s,-00d10m51.728s,354.553985,-0.1810357,G,22474.4692486961,0.07496676,SLS,28.6286997786128,2,0,34,5,1,4,0,0,0,1
1152,WISEA J233850.65+003918.7,23h38m50.6390s,+00d39m17.791s,354.71099583333,0.65494194444,G,266116.77119286,0.88767,SLS,28.6653445556235,2,0,20,4,1,0,0,0,0,1
