No.,Object Name,RA-s,Dec-s,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Separation,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
64941,WISEA J233543.31+010407.0,23h35m43.3171s,+01d04m07.076s,353.9304879,1.0686323,*,,,,55.8348191671426,0,0,23,3,0,4,0,0,0,0
64942,WISEA J233520.30-002650.6,23h35m20.3048s,-00d26m50.656s,353.8346036,-0.4474046,IrS,,,,55.835078783509,0,0,12,1,0,0,0,0,0,0
64943,SDSS J233708.70+011151.8,23h37m08.7066s,+01d11m51.876s,354.2862777146,1.197743326,G,,,,55.8367097535414,0,0,15,1,0,4,0,0,0,0
64944,SDSS J233541.80-003041.0,23h35m41.8051s,-00d30m41.055s,353.9241881946,-0.5114044062,*,,,,55.8372371388437,0,0,5,1,0,3,0,0,0,0
64945,SDSS J234004.61-002604.8,23h40m04.6110s,-00d26m04.837s,355.0192128851,-0.4346770723,G,,,,55.8374113363693,0,0,15,1,0,4,0,0,0,0
64946,WISEA J233556.81+010602.6,23h35m56.8176s,+01d06m02.679s,353.9867401,1.1007443,*,,,,55.8376129280067,0,0,23,3,0,4,0,0,0,0
64947,SDSS J233538.58+010322.2,23h35m38.5866s,+01d03m22.260s,353.9107777878,1.0561834958,G,,,,55.8376237325149,0,0,15,1,0,4,0,0,0,0
64948,WISEA J234016.54-002322.9,23h40m16.5300s,-00d23m22.687s,355.0688752913,-0.3896355089,*,,,,55.8378837955993,0,0,17,2,0,4,0,0,0,0
64949,WISEA J233410.18-000207.9,23h34m10.1891s,-00d02m07.901s,353.5424546,-0.0355282,IrS,,,,55.8381887436147,0,0,12,1,0,0,0,0,0,0
64950,WISEA J233444.86+005104.0,23h34m44.8691s,+00d51m04.064s,353.6869549,0.8511291,G,,,,55.8382013142282,0,0,35,4,0,4,0,0,0,0
64951,SDSS J234108.18-000400.3,23h41m08.1886s,-00d04m00.364s,355.2841193548,-0.0667677722,*,,,,55.8382361591769,1,0,5,1,0,4,0,0,0,0
64952,WISEA J233441.86+005005.2,23h34m41.8600s,+00d50m05.233s,353.674417,0.834787,IrS,,,,55.8384936773225,0,0,12,1,0,0,0,0,0,0
64953,2MASS J23390863-0034431,23h39m08.6335s,-00d34m43.132s,354.785973,-0.578648,*,,,,55.8389112600215,0,0,9,2,0,4,0,0,0,0
64954,SDSS J233424.81+004328.7,23h34m24.8166s,+00d43m28.782s,353.6034025325,0.7246616673,G,,,,55.8392228814387,0,0,19,2,0,4,0,0,0,0
64955,WISEA J233723.77+011217.0,23h37m23.7515s,+01d12m16.820s,354.3489646902,1.2046724731,G,,,,55.8394107915436,0,0,27,2,0,4,0,0,0,0
64956,SDSS J233514.62+005851.9,23h35m14.6218s,+00d58m51.942s,353.8109243047,0.9810950571,G,,,,55.8396254880778,0,0,15,1,0,4,0,0,0,0
64957,WISEA J234112.85+003400.6,23h41m12.8325s,+00d34m00.800s,355.303469,0.566889,*,,,,55.8411362123672,0,0,31,5,0,3,0,0,0,0
64958,DEEP2 33049350,23h33m57.9048s,+00d20m56.425s,353.49127,0.34900694444,G,401506.046148165,1.33928001,UUN?,55.8419015095649,4,0,0,2,1,0,0,0,0,1
